Phrase,Intent
Can you make sure I get a refundable ticket for a different flight? It's no guarantee my plans will stay the same.,INFORM
Sounds good. Can you buy two economy tickets for me?,SELECT
Sounds good. Can you buy two economy tickets for me?,INFORM
That's good with me. When will the onward flight arrive? At what airport does it leave?,AFFIRM
That's good with me. When will the onward flight arrive? At what airport does it leave?,REQUEST
I'd like to find a one-way flight. Can you help?,INFORM
I will be going to ATL.,INFORM
"I will be taking off from Portland, OR on the 11th of March.",INFORM
Can you tell me which airport it will arrive at?,REQUEST
Can you see if there are two tickets available for a March 5th departure?,REQUEST_ALTS
Can you see if there are two tickets available for a March 5th departure?,INFORM
Can you tell me which airports it will depart from and arrive at?,REQUEST
What are my other options?,REQUEST_ALTS
I like Delta. That sounds good to me.,SELECT
"Yes, I'd like to get my tickets now.",AFFIRM
"Yes, that is correct. Can you tell me if my ticket will be refundable and at which airport we will be landing?",AFFIRM
"Yes, that is correct. Can you tell me if my ticket will be refundable and at which airport we will be landing?",REQUEST
Great. Can you help me find a nearby hotel?,THANK_YOU
"I need a one-way flight from Vancouver, BC to Seattle.",INFORM
I want to leave on the 7th of March.,INFORM
"Can you find me another flight, that offers economy class?",REQUEST_ALTS
"Can you find me another flight, that offers economy class?",INFORM
Are those all the flights available?,REQUEST_ALTS
"Sounds good to me, can you buy 2 tickets to the flight?",SELECT
"Sounds good to me, can you buy 2 tickets to the flight?",INFORM
"That is all correct, where will the plane be departing?",AFFIRM
"That is all correct, where will the plane be departing?",REQUEST
"Thanks for the help, can you also reserve me 2 rooms to a hotel that allows pets?",THANK_YOU
I want to you to find me a one-way flight to go somewhere.,INFORM
"My arrival destination should be Seattle, WA. I plan to leave on 11th of this month, and I want to depart from Paris.",INFORM
Yes I want to book tickets for this flight.,AFFIRM
That suits me well. Can you tell me from which airport will I fly from?,AFFIRM
That suits me well. Can you tell me from which airport will I fly from?,REQUEST
"I appreciate your help. I need also to find a place to sleep there, so find me a hotel.",THANK_YOU
Can you help me find a one-way British Airways flight?,INFORM
On the 6th of this month.,INFORM
I am heading to SFO,INFORM
I am leaving from London England on the 6th.,INFORM
Yes it is. Which airport does it depart from? Is the ticket refundable?,AFFIRM
Yes it is. Which airport does it depart from? Is the ticket refundable?,REQUEST
Thanks. Can you find me a hotel there?,THANK_YOU
Find options for one-way flights departing the 14th of March out of SD.,INFORM
Give me other options please.,REQUEST_ALTS
"Great, this will work.",SELECT
Yes please buy the ticket.,INFORM
"Yes, find out which airport I will arrive at. Also, is this ticket refundable?",AFFIRM
"Yes, find out which airport I will arrive at. Also, is this ticket refundable?",REQUEST
"Alright, thank you.",THANK_YOU
"I'd like your help finding one-way flights. There'll be 2 people total, and we're traveling to Seattle.",INFORM
I'm leaving from LAX next Monday.,INFORM
Awesome. Can you buy tickets for the flight for me?,SELECT
Awesome. Can you buy tickets for the flight for me?,INFORM
Which airport will the flight be leaving from.,REQUEST
When will we reach our destination?,REQUEST
Thank you so much for all of your help.,THANK_YOU
can you search a one way flights for me,INFORM
I am traveling from vegas to new york on 4th of march,INFORM
when does it arrive,REQUEST
"yes, please book three tickets for me",AFFIRM
"yes, please book three tickets for me",INFORM
no i just need 1 ticket,NEGATE
no i just need 1 ticket,INFORM
I'll be traveling quite soon. Can you get a one-way flight for me?,INFORM
I want to go to Chi-town.,INFORM
"Nairobi, on March 13th.",INFORM
Sure thing. I'd like one economy ticket. please.,AFFIRM
Sure thing. I'd like one economy ticket. please.,INFORM
"Right. What airport is it headed to? Can I get a refund on the ticket, just in case?",AFFIRM
"Right. What airport is it headed to? Can I get a refund on the ticket, just in case?",REQUEST
Can you look in for one-way flights?,INFORM
I will be moving on the 12th,INFORM
"I will be going to Vancouver, BC",INFORM
I like to go in United Airlines from ATL and we are 2 people in my group,INFORM
That is perfect. Can you proceed with buying a one-way flight ticket for me?,SELECT
That is perfect. Can you proceed with buying a one-way flight ticket for me?,INFORM
Is there a ticket refund?,REQUEST
Which airport flight departs from and what time the flight arrive?,REQUEST
I need three in my group looking for 1 way tickets.,INFORM
I'm leaving San Diego on March 14th.,INFORM
I'm headed to Portland OR.,INFORM
That flight sounds fine. Get me some tickets ok?,SELECT
That flight sounds fine. Get me some tickets ok?,INFORM
"Correct, that's fine. Which airport will I land at?",AFFIRM
"Correct, that's fine. Which airport will I land at?",REQUEST
"Fine, how about getting me set up with 1 room there in a hotel or motel?",THANK_YOU
Can you help me find a one way economy ticket flying out of New York?,INFORM
I want to leave on March 4th and go to ATL.,INFORM
"Sure, that works.",SELECT
"Yeah, I'd like to book one ticket please.",AFFIRM
"Yeah, I'd like to book one ticket please.",INFORM
"Yes, that's right. When does that flight arrive?",AFFIRM
"Yes, that's right. When does that flight arrive?",REQUEST
What airport am I leaving from?,REQUEST
"Okay, thanks. Can you help me find a hotel there? I just need one room.",THANK_YOU
Can you help me find a one-way Premium Economy ticket on March 9th? My plans aren't set so I only want to find refundable tickets.,INFORM
I'm planning a trip to San Fran.,INFORM
I'd like an Economy ticket out of LAX.,INFORM
I'd prefer a Southwest Airlines flight if there are any available.,REQUEST_ALTS
I'd prefer a Southwest Airlines flight if there are any available.,INFORM
When will it land?,REQUEST
"Yes, please go ahead with the reservation.",AFFIRM
"Yes, that is correct. Which airport does that flight originate at and where does it land?",AFFIRM
"Yes, that is correct. Which airport does that flight originate at and where does it land?",REQUEST
"From atlanta, GA.",INFORM
I want heading LA. I want to travel on southwest airlines on the 4th of this month.,INFORM
That would work. I want to buy economy one-way tickets for three people.,SELECT
That would work. I want to buy economy one-way tickets for three people.,INFORM
"Yes, that's about it. Would I be able to get a refund on the ticket if I change my mind?",AFFIRM
"Yes, that's about it. Would I be able to get a refund on the ticket if I change my mind?",REQUEST
I want to find one-way flights to LA.,INFORM
I'm leaving from Washington on March 3rd.,INFORM
Sounds great. I want to buy a one way ticket. There are 2 people but plans may change. I want refundable tickets only.,SELECT
Sounds great. I want to buy a one way ticket. There are 2 people but plans may change. I want refundable tickets only.,INFORM
"Thanks. I want to find a hotel, also.",THANK_YOU
"I am going to Delhi, India from Chi-town on the 7th of March.",INFORM
That is perfect. Can you help me by a ticket?,SELECT
That is perfect. Can you help me by a ticket?,INFORM
I'd like to find an American Airlines flight.,INFORM
I'd like to travel from New Delhi to Seattle WA.,INFORM
I'll be leaving on March 11th.,INFORM
What airport does this flight leave from?,REQUEST
I like the sound of that flight. Can you help me buy 1 ticket in any class?,SELECT
I like the sound of that flight. Can you help me buy 1 ticket in any class?,INFORM
That's great. Which airport does the flight arrive at and is the ticket refundable?,AFFIRM
That's great. Which airport does the flight arrive at and is the ticket refundable?,REQUEST
"I'm leaving from KL on the 6th. Also, I'd like a business flight.",INFORM
Portland.,INFORM
When will the onward flight appear?,REQUEST
"Can I get a refund for the ticket, just in case? What airport will it leave from?",REQUEST
Good to know. Can you get me one one-way flight ticket?,SELECT
Good to know. Can you get me one one-way flight ticket?,INFORM
I do. What airport will the plane arrive at?,AFFIRM
I do. What airport will the plane arrive at?,REQUEST
Thanks. I also want to find a hotel to stay at in the area.,THANK_YOU
Please search for one-way flights.,INFORM
I am going to Vancouver.,INFORM
I am leaving from Chi-town.,INFORM
On the 4th of March.,INFORM
I will be traveing economy. What are some other flights?,REQUEST_ALTS
I will be traveing economy. What are some other flights?,INFORM
That flight sounds good. Please purchase one ticket for a one-way flight.,SELECT
That flight sounds good. Please purchase one ticket for a one-way flight.,INFORM
"No, there will be 2 people in my group.",NEGATE
"No, there will be 2 people in my group.",INFORM
Thank you. I would also like to book 2 rooms at a hotel.,THANK_YOU
I need a premium economy one-way flight leaving from SD.,INFORM
I'm going to Phoenix and leaving march 9th,INFORM
"Name the airport it leaves from, please.",REQUEST
Please tell me the time the flight arrives and which airport.,REQUEST
I am in need of finding tickets for an one-way flight.,INFORM
I am planning to leave on 9th of March.,INFORM
I will be leaving for my trip from Philadelphia.,INFORM
"I want to travel to Nairobi, Kenya.",INFORM
"Yes, I want to buy tickets for four people for this flight. I am not very sure about my plans, so I want the ticket to be refundable only.",AFFIRM
"Yes, I want to buy tickets for four people for this flight. I am not very sure about my plans, so I want the ticket to be refundable only.",INFORM
I appreciate your help. I would like to find a hotel there.,THANK_YOU
I'll be traveling to Chicago. Pull up one-way Economy tickets please.,INFORM
I'll be heading out of Las Vegas on the 8th of March.,INFORM
"I would prefer to fly United Airlines, give more options please.",REQUEST_ALTS
"I would prefer to fly United Airlines, give more options please.",INFORM
Find out if the ticket is refundable please.,REQUEST
That will be fine. Can you help me buy two tickets please.,SELECT
That will be fine. Can you help me buy two tickets please.,INFORM
"no, my friend changed their mind. I just need one ticket.",NEGATE
"no, my friend changed their mind. I just need one ticket.",INFORM
"Yeah, that will do.",AFFIRM
I'm looking for a flight that's one way.,INFORM
I am going on the 13th.,INFORM
"I will be taking off from New York and going to Seattle, WA.",INFORM
Can you check for some more flights?,REQUEST_ALTS
"Okay, that will be fine with me.",SELECT
"Yes, I want to go on a get a ticket.",AFFIRM
"Right, that's great.",AFFIRM
"Can you tell me the airport of the departing flight? Also, see if I the ticket would be refundable if necessary?",REQUEST
"Thanks, you've been a great help. I want to find a hotel and book one room there.",THANK_YOU
I need to find flights please.,INFORM
"I am going from Vegas to Delhi, India on March 14th.",INFORM
That flight sounds just right to me.,SELECT
Yes I would like a ticket.,AFFIRM
Thanks for that now could you help me get a hotel with 2 rooms.,THANK_YOU
I need to find one-way flights.,INFORM
I would be leaving on the 11th of this month leaving San Diego going to Sydney.,INFORM
What time will I arrive at my onward destination? Are the tickets refundable?,REQUEST
Do you have any others?,REQUEST_ALTS
"That is the flight I want to take, Can you make a reservation for a one flight?",SELECT
"That is the flight I want to take, Can you make a reservation for a one flight?",INFORM
Yes. Can you tell me when it arrives?,AFFIRM
Yes. Can you tell me when it arrives?,REQUEST
What airport will I be arriving in and is my ticket refundable?,REQUEST
"Thanks I want to search for a hotel there, I will need to reserve 2 rooms.",THANK_YOU
"I will be doing some travelling soon, so can you help me find some one-way flights?",INFORM
I'm planning on leaving from Atlanta on Monday next week.,INFORM
"I'm visiting Nairobi, Kenya.",INFORM
Can you tell me which airport the plane leaves from and at what time the onward flight arrives?,REQUEST
"That flight sounds perfect, I'd like to book a one-way ticket for it, please.",SELECT
"That flight sounds perfect, I'd like to book a one-way ticket for it, please.",INFORM
Yeah that's right.,AFFIRM
Where does the plane land?,REQUEST
"Awesome, thanks. Can you help me find a hotel to stay at around there?",THANK_YOU
I am traveling from London to Chicago. I will be leaving on the 14th of this month.,INFORM
Which airport will the flight arrive to?,REQUEST
"Yes, please book Economy tickets for two.",AFFIRM
"Yes, please book Economy tickets for two.",INFORM
Thank you for the help. I would also like to find a hotel room there. I'm looking for 1 room at a three star hotel that has wifi.,THANK_YOU
I would like to find a one-way flight traveling economy.,INFORM
"I will be traveling to Phoenix, AZ on March 2nd.",INFORM
I will be leaving from New York.,INFORM
Can you buy 1 ticket.,SELECT
Can you buy 1 ticket.,INFORM
I would like to find a hotel.,THANK_YOU
I will leave on the 9th of this month.,INFORM
I will travel from Vegas and want to leave from New Delhi.,INFORM
This flight sounds good. Would you help me find a one way flight? I would like to travel in economy and there are 3 in my group.,SELECT
This flight sounds good. Would you help me find a one way flight? I would like to travel in economy and there are 3 in my group.,INFORM
"No, I want to travel in premium economy.",NEGATE
"No, I want to travel in premium economy.",INFORM
"Yes, sounds good. Could I get a refund? When does the outbound flight arrive?",AFFIRM
"Yes, sounds good. Could I get a refund? When does the outbound flight arrive?",REQUEST
I need a Premium Economy flight to London.,INFORM
"Phoenix, AZ.",INFORM
Departing on the 12th of this month.,INFORM
Make a purchase for 4.,AFFIRM
Make a purchase for 4.,INFORM
"Hi, could you help me search for some one-way flight to Philly please on any type of flight will do.",INFORM
"I intend to depart from Nairobi, Kenya.",INFORM
"I will be departing Wednesday next week, and would prefer an American Airlines flight.",INFORM
"I see, which airport does the flight arrive at and is the ticket refundable?",REQUEST
"I see, this is great for me!",SELECT
"Sure, do help me please.",AFFIRM
"Sure, this is great.",AFFIRM
Could you also help me search for a hotel room in that area?,THANK_YOU
"I'm due to visit Atlanta, so can you help me find some one-way flights?",INFORM
From Portland.,INFORM
On March 10th.,INFORM
"I'm not fussy about the airline, but what else could you recommend?",REQUEST_ALTS
"I'm not fussy about the airline, but what else could you recommend?",INFORM
What would be the best choice for economy travel?,REQUEST_ALTS
What would be the best choice for economy travel?,INFORM
Which airports are on that journey?,REQUEST
That's all sounding good.,SELECT
"Yes, that's all in order.",AFFIRM
Is it refundable? What time does the onward flight arrive?,REQUEST
"Thanks a lot, now I want to find a hotel to stay at when I get there.",THANK_YOU
"Hi there, could you help me search for some one-way flights please?",INFORM
I will be visiting Paris on the 12th of this month for a short trip.,INFORM
"No thanks, are there any alternatives?",REQUEST_ALTS
How about other flights? I have no preference on the type of flight.,REQUEST_ALTS
How about other flights? I have no preference on the type of flight.,INFORM
Do you know which airport does the flight land at?,REQUEST
And when does the departure flight arrive?,REQUEST
"I see, this flight is great for me.",SELECT
"Sure, that is fine with me!",AFFIRM
That sounds great! May I know if this ticket is refundable?,AFFIRM
That sounds great! May I know if this ticket is refundable?,REQUEST
"Hi there, could you help me search for some one-way flight tickets please?",INFORM
"I will be departing from Seattle on the 13th of this month, thanks!",INFORM
I will be visiting SF for a short holiday.,INFORM
"Sure, do you know if this ticket is refundable and which airport will I be arriving at?",REQUEST
"I see, are there any alternatives then?",REQUEST_ALTS
This sounds great! Could you purchase a one-way flight ticket for me please?,SELECT
This sounds great! Could you purchase a one-way flight ticket for me please?,INFORM
"Sure, do you know when does the departure flight arrive?",AFFIRM
"Sure, do you know when does the departure flight arrive?",REQUEST
Thanks for your kind assistance!,THANK_YOU
I am departing next Monday and am going to New Delhi.,INFORM
I am departing out of Vegas.,INFORM
Find me something departing San Diego.,REQUEST_ALTS
Find me something departing San Diego.,INFORM
That works for me. Get me that plane ticket.,SELECT
That works for me. Get me that plane ticket.,INFORM
I will be leaving from San Fran and going to LA this Saturday.,INFORM
Are there any other flight options?,REQUEST_ALTS
That flight seems pretty good to me. Can you help buy me a one-way flight ticket?,SELECT
That flight seems pretty good to me. Can you help buy me a one-way flight ticket?,INFORM
"Yes, that sounds good to me.",AFFIRM
"Is the ticket refundable? Also, which airport will the flight arrive at?",REQUEST
Thank you for the help. I would also like to find a hotel room there. I want one room at a one star hotel with wifi.,THANK_YOU
Will you find one-way flights for two departing from CDMX?,INFORM
San Francisco on 10th of March.,INFORM
Destination airport? Onward flight arrival time/,REQUEST
Thanks. Will you find a hotel there?,THANK_YOU
Can you get me a one-way flight for 2?,INFORM
My trip spans New York to Vancouver.,INFORM
"On March 4th, preferably via Delta Airlines.",INFORM
"Which airport will it depart from, and when will it arrive?",REQUEST
Sounds great to me!,SELECT
Yes you can. Can you buy the ticket?,INFORM
"No, make it premium economy.",NEGATE
"No, make it premium economy.",INFORM
Indeed. What airport does it head to? Can I get a refund if something changes?,AFFIRM
Indeed. What airport does it head to? Can I get a refund if something changes?,REQUEST
I would like to find a flight from Atlanta to Sydney for four people.,INFORM
I would like to leave on the 12th of March.,INFORM
"Yes, I would like to purchase economy tickets.",AFFIRM
"Yes, I would like to purchase economy tickets.",INFORM
"Hi, could you help me search for a one-way flight please?",INFORM
I will be visiting San Fran.,INFORM
"I will likely depart from London, England. Could I travel on an American Airlines flight please?",INFORM
I will be leaving on the 4th of March.,INFORM
"Sure, could you make a reservation for 1 for an economy class seat?",AFFIRM
"Sure, could you make a reservation for 1 for an economy class seat?",INFORM
"Sure, could you also help me search for a hotel in that area, preferably one with wifi service?",THANK_YOU
Would you find one way flights for me?,INFORM
I want to leave on the 2nd of this month and I will go to LA.,INFORM
I will leave from Atlanta.,INFORM
When will the outgoing flight arrive?,REQUEST
Thank you for helping. I would like to find a 2 star hotel room therewith wifi.,THANK_YOU
"I'm looking for a flight from Southwest Airlines, economy.",INFORM
"Sure, I'm leaving from Portland, OR and going to Seattle, WA.",INFORM
On the 7th of this month.,INFORM
Are you sure? That sounds great.,SELECT
I want to hone in on that bargain ticket. Get it now.,INFORM
"yes, that's perfect. Is it a done deal?",AFFIRM
"Great, You're a bargain hunter.",THANK_YOU
"I need to find one way flights from Philadelphia to Atlanta, GA.",INFORM
Leaving on March 9th.,INFORM
I need to buy 4 one-way flight tickets on any class.,INFORM
I need a hotel room.,THANK_YOU
Fine me some one-way plane tickets.,INFORM
"I am departing from Toronto, Canada on the 7th of March and headed to Philadelphia. The airline does not matter to me.",INFORM
What airport does the flight land at and can I get a refund on the ticket?,REQUEST
"Yes, buy me flight tickets.",AFFIRM
That is correct. What airport am I departing from and when what time does the flight land?,AFFIRM
That is correct. What airport am I departing from and when what time does the flight land?,REQUEST
Thanks a bunch. Now I need to find a hotel.,THANK_YOU
"Hi, could you help me reserve a one-way flight ticket please?",INFORM
I intend to depart from SFO.,INFORM
"I plan to depart on the March 13th to Sydney, NSW.",INFORM
"I see, could you help me make a ticket reservation please?",SELECT
"I see, could you help me make a ticket reservation please?",INFORM
May I know which airport am I departing from?,REQUEST
"I see, could you assist me in finding a hotel room in that area please>",THANK_YOU
I am going to London. I'd prefer an economy ticket.,INFORM
I am leaving today from Chicago.,INFORM
What other flights are available? I'd prefer Southwest Airlines. I don't care what class.,REQUEST_ALTS
What other flights are available? I'd prefer Southwest Airlines. I don't care what class.,INFORM
That one is good. Please buy me a ticket.,SELECT
That one is good. Please buy me a ticket.,INFORM
"Yes, that's right. Which airport does it leave from? What airport do I arrive at?",AFFIRM
"Yes, that's right. Which airport does it leave from? What airport do I arrive at?",REQUEST
From Chicago to New York City.,INFORM
Onward flight arrives when? Refundable ticket?,REQUEST
Perfect. Will you buy a one-way ticket?,SELECT
Perfect. Will you buy a one-way ticket?,INFORM
Change it to Premium Economy.,NEGATE
Change it to Premium Economy.,INFORM
Great. What's the destination airport? Refundable ticket?,AFFIRM
Great. What's the destination airport? Refundable ticket?,REQUEST
I need help finding a one way flight.,INFORM
Departure is March 6th and leaving San Francisco.,INFORM
I want a refundable ticket to San Diego.,INFORM
"Yes, can you buy the one way ticket?",SELECT
"Yes, can you buy the one way ticket?",INFORM
I need 3 seats.,NEGATE
I need 3 seats.,INFORM
"Yes, I accept that.",AFFIRM
I'm looking for a one-way flight and I was wondering if you could help me with that.,INFORM
I'll be in Chi-town,INFORM
"I need to be in Phoenix, AZ",INFORM
Departure day is on the 6th of this month,INFORM
Where am I leaving from?,REQUEST
"I need to reach Paris, France, show me more flights",REQUEST_ALTS
"I need to reach Paris, France, show me more flights",INFORM
"This one will work out, help me in the buying procedure please",SELECT
"This one will work out, help me in the buying procedure please",INFORM
"No, we're traveling in three people",NEGATE
"No, we're traveling in three people",INFORM
Where will we leave from and where will we arrive?,AFFIRM
Where will we leave from and where will we arrive?,REQUEST
"thank you so much, now go find me a hotel room there",THANK_YOU
I have a plan on a short trip for which I need your help to search for one-way flight. Can you help me to find the suitable one?,INFORM
I want the flight for the starting date on the 12th.,INFORM
"Search for the flight to Vancouver, BC.",INFORM
Search it from Portland which is the City I plan to leave from.,INFORM
This is one I search for and please help me to book tickets in that flight.,SELECT
This is one I search for and please help me to book tickets in that flight.,INFORM
That is perfect to proceed. Also let me know the origin Airport name check whether the ticket is refundable or not?,AFFIRM
That is perfect to proceed. Also let me know the origin Airport name check whether the ticket is refundable or not?,REQUEST
Would you look for some one-way flights for me?,INFORM
"I will be going to London, UK.",INFORM
I will be coming from Atlanta and it will be next Tuesday.,INFORM
Would I be able to get the ticket refunded?,REQUEST
That sounds like a pretty good flight to me. Would you be able to help me purchase a one way ticket?,SELECT
That sounds like a pretty good flight to me. Would you be able to help me purchase a one way ticket?,INFORM
"Yep, that's correct.",AFFIRM
What is the airport that it departs from?,REQUEST
When would the onward flight get in? What is the airline that the flight will arrive at?,REQUEST
Thanks. I'm searching for a two star hotel there.,THANK_YOU
Can you help me search for a one way flight?,INFORM
Leaving from NYC.,INFORM
It'll be March 13th to LAX.,INFORM
What's the arrival airport for that one?,REQUEST
"Sounds good, that's what I need.",SELECT
"Yes, please get the ticket.",AFFIRM
"Could you find me a one-way flight leaving London, England?",INFORM
"I'd be leaving Thursday next week, traveling to Atlanta, GA.",INFORM
"Okay, any other flights?",REQUEST_ALTS
"Okay, yeah, that flight sounds good.",SELECT
"Yes, please. I'd like to reserve the tickets for 4 people in Economy.",AFFIRM
"Yes, please. I'd like to reserve the tickets for 4 people in Economy.",INFORM
"Thanks so much for your help. I'd like to find a hotel with wifi, a one star hotel is fine.",THANK_YOU
"I'm in Toronto, Ontario.",INFORM
I want to leave next Friday and fly to San Fran. I prefer economy.,INFORM
"Yes, please get me a ticket.",AFFIRM
"Yes, that's correct. What airport do I arrive at?",AFFIRM
"Yes, that's correct. What airport do I arrive at?",REQUEST
What airport does it leave from? What time does the flight arrive?,REQUEST
Thanks. I also need a hotel room there.,THANK_YOU
I need help finding 3 tickets for a one-way flight to New York.,INFORM
We will be flying from Portland on March 10th.,INFORM
That works. I want to buy economy tickets for that flight.,SELECT
That works. I want to buy economy tickets for that flight.,INFORM
"Yes, please book it. Also, what time will we reach our destination?",AFFIRM
"Yes, please book it. Also, what time will we reach our destination?",REQUEST
Thanks! I also want to reserve a 4 star hotel for my trip.,THANK_YOU
I plan to leave March 13th from Toronto.,INFORM
I prefer to use Delta Airlines traveling to Phoenix.,INFORM
Will the ticket be refundable?,REQUEST
"Yes, I'd like to book a ticket.",AFFIRM
"Yes, that will be good.",AFFIRM
Thanks for the help. I'd like to find a hotel room there.,THANK_YOU
"the 6th from seattle, wa leaving ny",INFORM
which airport then?,REQUEST
one room 3 star hotel,THANK_YOU
Find for me a one-way flight for a group of three people.,INFORM
"I am leaving from London, England to LAX on later today.",INFORM
Other options you have?,REQUEST_ALTS
Sounds very good.,SELECT
Yes will be perfect at Economy class.,AFFIRM
Yes will be perfect at Economy class.,INFORM
Yes is very good.,AFFIRM
Can you please help me in finding one way flights?,INFORM
"I am leaving on March 13th from Portland, OR to Atlanta, GA.",INFORM
From which airport does the flight departs and also is the ticket refundable?,REQUEST
Are there other options available?,REQUEST_ALTS
Yes please book tickets for three people. Any class would be fine.,AFFIRM
Yes please book tickets for three people. Any class would be fine.,INFORM
That's perfect. At which airport does the flight arrive and from where does it departs?,AFFIRM
That's perfect. At which airport does the flight arrive and from where does it departs?,REQUEST
Thanks for the help. Also can you find a hotel there?,THANK_YOU
I would like to find some one-way flights and I prefer traveling in Economy.,INFORM
I would like to travel to Chicago on March 14th.,INFORM
I will be traveling from CDMX.,INFORM
That sounds like a good flight. Can you buy me a one-way ticket for 1 person.,SELECT
That sounds like a good flight. Can you buy me a one-way ticket for 1 person.,INFORM
That is correct. When does the flight arrive?,AFFIRM
That is correct. When does the flight arrive?,REQUEST
Could you find me a one way flight leaving from Vancouver? I need four Economy tickets.,INFORM
I'd like to leave from Seattle.,INFORM
When will the onward flight be arriving? Where is it leaving from?,REQUEST
Are there any other options? I prefer Southwest Airlines.,REQUEST_ALTS
Are there any other options? I prefer Southwest Airlines.,INFORM
That will work for me. Could you help me buy a one-way flight ticket?,SELECT
That will work for me. Could you help me buy a one-way flight ticket?,INFORM
"Yes, that will work. Is it refundable.",AFFIRM
"Yes, that will work. Is it refundable.",REQUEST
Where is it leaving from? And where will it be arriving?,REQUEST
Thanks so much for everything! I'd like to book a hotel room at a two star hotel.,THANK_YOU
I would like economy flights for 9th of this month.,INFORM
"I am going from Washington to Toronto, Ontario.",INFORM
Can I refund the flight if need be and which airport does the flight leave from?,REQUEST
That suits me well. Can you help me to buy flights for four people?,SELECT
That suits me well. Can you help me to buy flights for four people?,INFORM
Yes that is perfect At what time will the flight arrive?,AFFIRM
Yes that is perfect At what time will the flight arrive?,REQUEST
Thank you for that now can you assist me in finding a hotel.,THANK_YOU
"I'm traveling from SFO to Portland, OR. I want to leave today.",INFORM
Is that a refundable ticket? Where is it departing from?,REQUEST
"Okay, that's fine. Can you help me purchase the ticket?",SELECT
"Okay, that's fine. Can you help me purchase the ticket?",INFORM
Yeah that's perfect.,AFFIRM
Can you look for one-way flights for me?,INFORM
I am leaving from New York City on the 2nd from Chi-town,INFORM
Which is the airport flight starting from?,REQUEST
"yes, i require to book a ticket",AFFIRM
"No, i need Premium Economy",NEGATE
"No, i need Premium Economy",INFORM
That is okay,AFFIRM
thanks.I need to search for a hotel room with wifi,THANK_YOU
It's likely I'll be going on a trip soon. Can you get a one-way flight for me?,INFORM
"From Portland, OR. I'd like to have a refundable economy ticket, as the current plans might fall through.",INFORM
"My group of one heads to Vancouver, BC on the 2nd.",INFORM
Sounds good. Can you get the ticket for me?,SELECT
Sounds good. Can you get the ticket for me?,INFORM
I'm looking for a one way flight from Los Angeles to Vancouver on the 10th of March.,INFORM
"Okay, I like that. Can you buy me a 1 ticket?",SELECT
"Okay, I like that. Can you buy me a 1 ticket?",INFORM
I'm traveling from Vancouver to New York on the 4th of March. I prefer traveling in economy.,INFORM
"Yes, I'd like to purchase 2 tickets for the flight. Our plans may change, so we need refundable tickets.",INFORM
"Yes, that is correct. What time does the flight land?",AFFIRM
"Yes, that is correct. What time does the flight land?",REQUEST
Thanks. What airports does the flight depart to and arrive from?,REQUEST
"Thanks, I also need to find a hotel room there. I only need one room and I need the hotel to have wifi and a one star rating.",THANK_YOU
I will leave on 6th of March.,INFORM
I want to leave from SFO and go to Vegas.,INFORM
That flight sounds awesome. Would you buy me a one way ticket?,SELECT
That flight sounds awesome. Would you buy me a one way ticket?,INFORM
Sounds good to me. Is that ticket refundable? Which airport does the flight leave from?,AFFIRM
Sounds good to me. Is that ticket refundable? Which airport does the flight leave from?,REQUEST
Thanks for helping.,THANK_YOU
Can you help me find a one way flight on American Airlines?,INFORM
On the 10th of March,INFORM
I will be departing Washington for ATL,INFORM
That will work fine,SELECT
Yes it is. What airport does my flight arrive at?,AFFIRM
Yes it is. What airport does my flight arrive at?,REQUEST
Which airport do I depart from?,REQUEST
I need help searching for a one-way flight?,INFORM
I need a flight to San Francisco on the 2nd of this month.,INFORM
I'm in Phoenix and would like an economy ticket for my flight.,INFORM
Please book me a ticket for that flight.,SELECT
Please book me a ticket for that flight.,INFORM
"Yes, please book it.",AFFIRM
Great. I also want to find a one hotel room at a one star hotel for my trip.,THANK_YOU
"Paris, France on the 5th of this month.",INFORM
Leaving from where? Is that refundable?,REQUEST
Where's it get in and at what time?,REQUEST
"Thanks, find a hotel out there.",THANK_YOU
"Hey, can you help me find some one-way flights?",INFORM
"I'm leaving from NY on the 11th and going to London, UK.",INFORM
"That's great, yeah, can you get me a ticket?",SELECT
"That's great, yeah, can you get me a ticket?",INFORM
"Great, which airport does it go to? What time will it arrive?",REQUEST
"Great - can you get me a hotel, too? I just need one room, maybe a 2 star hotel?",THANK_YOU
Could you help me look for one-wa flights?,INFORM
"I'd like to travel from LA to Portland, OR.",INFORM
I'd like to leave on the 12th of this month.,INFORM
That flight will work for me. Could you help me buy a one-way ticket?,SELECT
That flight will work for me. Could you help me buy a one-way ticket?,INFORM
Can you get me a one way flight?,INFORM
Heading out on the 6th of this month.,INFORM
"Leaving from London, UK and going to New York.",INFORM
"That's not quite right, what else did you find?",REQUEST_ALTS
What else is there? Check for economy flights that leave on the 2nd of March.,REQUEST_ALTS
What else is there? Check for economy flights that leave on the 2nd of March.,INFORM
"That may work, is it refundable? What's the departure airport?",REQUEST
I think that should work.,SELECT
"Yes, just 1.",AFFIRM
"Yes, just 1.",INFORM
"Yes, that's right. When does the first flight arrive?",AFFIRM
"Yes, that's right. When does the first flight arrive?",REQUEST
"Great, can you get me a hotel room too?",THANK_YOU
I need a one way economy seat to Kuala Lumpur.,INFORM
"I am going to Portland, OR.",INFORM
"Yes, please reserve 3 tickets.",AFFIRM
"Yes, please reserve 3 tickets.",INFORM
