Input.hotel_name,Input.hotel_address,Input.r-slot0,Input.r-slot1,Input.r-slot2,Input.r-slot3,Answer.response
Hyatt Regency Boston,"1 Avenue de Lafayette, Boston, MA 02111, USA",has_coffee_in_rooms,has_desk_in_rooms,has_rooms_upgraded,has_room_service,"The Hyatt Regency Boston has been recently modernized and each room is accessorized with such timely amenities as your own coffee maker, writing desk and room service."
Hyatt Regency Clearwater Beach Resort and Spa,"33769, 301 South Gulfview Boulevard, Clearwater Beach, FL 33767, USA",has_balcony_in_rooms,has_room_service,has_kitchen_in_room,has_sofa_bed,"The Hyatt Regency Clearwater Beach Resort and Spa doesn't let its guests neglect the view. They offer balconies in every room as well as a personal kitchen and sofa bed. But if you're too beat to cook, just order from room service. That's what they're there for!"
Hyatt Regency Clearwater Beach Resort and Spa,"33769, 301 South Gulfview Boulevard, Clearwater Beach, FL 33767, USA",has_balcony_in_rooms,has_room_service,has_kitchen_in_room,has_sofa_bed,"A great pick for a hotel would be the Hyatt Regency Clearwater Beach Resort and Spa. You can step out onto your room's balcony, or order room service if you're feeling hungry. Alternatively, the room has a kitchen if you'd like to prepare something to eat, and a sofa bed for sleeping extra guests."
Hyatt Regency Clearwater Beach Resort and Spa,"33769, 301 South Gulfview Boulevard, Clearwater Beach, FL 33767, USA",has_balcony_in_rooms,has_room_service,has_kitchen_in_room,has_sofa_bed,You might want to try the Hyatt Regency Clearwater Beach Resort and Spa.  The rooms have balconies and kitchens with available room service.  Sofa beds are also available.
Hyatt Regency Denver at Colorado Convention Center,"650 15th St, Denver, CO 80202, USA",has_coffee_in_rooms,has_desk_in_rooms,has_kitchenette_in_rooms,has_rooms_upgraded,"There's the Hyatt Regency Denver at Colorado Convention Center on 15th Street. The rooms have coffee, a desk, a kitchenette, and they can also upgrade your room."
Hyatt Regency Denver at Colorado Convention Center,"650 15th St, Denver, CO 80202, USA",has_coffee_in_rooms,has_desk_in_rooms,has_kitchenette_in_rooms,has_rooms_upgraded,"Hyatt Regency Denver at Colorado Convention Center is a great place to stay. They have recently updated rooms, that have desks in every room.  Every room also has the convince of a kitchenette and fresh coffee."
Hyatt Regency Denver at Colorado Convention Center,"650 15th St, Denver, CO 80202, USA",has_coffee_in_rooms,has_desk_in_rooms,has_kitchenette_in_rooms,has_rooms_upgraded,"This is nice hotel Hyatt Regency Denver at Colorado Convention Center
 650 15th St, Denver, CO 80202, USA, which has upgraded rooms with coffee, kitchenet and desk."
Hyatt Regency Los Angeles International Airport,"6225 West Century Boulevard, Los Angeles, CA 90045, United States",has_coffee_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,has_soundproofing,"The Hyatt Regency Los Angeles International Airport isn't just convenient, it's also well suited to provide rest and relaxation to the weary traveler. each room is soundproofed and provided with a mini fridge, microwave and coffee maker."
Hyatt Regency Los Angeles International Airport,"6225 West Century Boulevard, Los Angeles, CA 90045, United States",has_coffee_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,has_soundproofing,"You might try the Hyatt Regency Los Angeles International Airport on West Century Boulevard. Their rooms have soundproofing, as well as coffee, a microwave, and a mini fridge."
Hyatt Regency Los Angeles International Airport,"6225 West Century Boulevard, Los Angeles, CA 90045, United States",has_coffee_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,has_soundproofing,"You might like Hyatt Regency Los Angeles International Airport on West Century Boulevard.  There is a microwave, coffee, and a minifridge in every room.  Also, all rooms have soundproofing."
Hyatt Regency Maui Resort and Spa,"200 Nohea Kai Dr, Lahaina, HI 96761, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,"Hyatt Regency Maui Resort and Spa wants you to enjoy the view with balconies in each room as well as mini fridges, coffee makers and a recently upgraded interior."
Hyatt Regency Maui Resort and Spa,"200 Nohea Kai Dr, Lahaina, HI 96761, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,"I can see that the Hyatt Regency Maui Resort and Spa is a good choice for you. They have upgraded rooms with coffee, a mini fridge, and a balcony."
Hyatt Regency Maui Resort and Spa,"200 Nohea Kai Dr, Lahaina, HI 96761, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,"The Hyatt Regency Maui Resort and Spa located at 200 Nohea Kai Dr is an excellent fit. Its upgraded and spacious rooms offer a variety of amenities including a walkout balcony, stainless steel mini-fridge and state of the art Keurig machine."
Hyatt Regency Savannah,"2 West Bay Street, Savannah, GA 31401, USA",has_coffee_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_sofa_bed,You would enjoy the Hyatt Regency Savannah. Their renovated rooms feature mini fridges and coffee for your comfort and convenience. You'll also find a sofa bed in the room to provide extra accommodations.
Hyatt Regency Savannah,"2 West Bay Street, Savannah, GA 31401, USA",has_coffee_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_sofa_bed,"The Hyatt Regency Savannah's recently upgraded rooms provide guests with such amenities a sofa bed, coffee maker and mini fridge in each and every room."
Hyatt Regency Savannah,"2 West Bay Street, Savannah, GA 31401, USA",has_coffee_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_sofa_bed,"I think I good option is the Hyatt Regency Savannah. The hotel comes with a lot of great features in the upgraded rooms like a sofa bed, minifridge, and coffee in the rooms. If you are interested in learning more the address is 2 West Bay Street, Savannah, GA 31401."
Hyatt Regency Washington on Capitol Hill,"400 New Jersey Ave NW, Washington, DC 20001, USA",has_coffee_in_rooms,has_desk_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,"The Hyatt Regency in Washington on Capitol Hill has upgraded rooms.  They are equipped with a desk, minifridge, and coffee stocked in the rooms."
Hyatt Regency Washington on Capitol Hill,"400 New Jersey Ave NW, Washington, DC 20001, USA",has_coffee_in_rooms,has_desk_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,"I'd highly recommend the Hyatt Regency Washington on Capitol Hill. The hotel provides upgraded and spacious rooms, furnished with a large King bed, a sofa, an antique desk, and a leather armchair. Each room also features a Keurig coffee maker and a stainless steel mini-fridge."
Hyatt Regency Washington on Capitol Hill,"400 New Jersey Ave NW, Washington, DC 20001, USA",has_coffee_in_rooms,has_desk_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,The Hyatt Regency Washington on Capitol Hill is in a prime position to wow and its rooms will not fail to disappoint you with such upgraded amenities as in house coffee makers mini fridges and writing desks.
Intercontinental Mark Hopkins San Francisco,"999 California St, San Francisco, CA 94108, USA",has_coffee_in_rooms,has_fireplace,has_desk_in_rooms,has_rooms_upgraded,There's the  Intercontinental Mark Hopkins San Francisco on California Street. The rooms have coffee and a desk. There's a fireplace and they can even upgrade your room.
Intercontinental Mark Hopkins San Francisco,"999 California St, San Francisco, CA 94108, USA",has_coffee_in_rooms,has_fireplace,has_desk_in_rooms,has_rooms_upgraded,"The Intercontinental Mark Hopkins San Francisco is an excellent match. Not only does the hotel offer upgraded rooms with in-suite fireplaces, but it also features mahogany desks and state of the art coffee machines."
Intercontinental Mark Hopkins San Francisco,"999 California St, San Francisco, CA 94108, USA",has_coffee_in_rooms,has_fireplace,has_desk_in_rooms,has_rooms_upgraded,"The Intercontinental Mark Hopkins San Francisco rooms are uniquely inviting, each with their own fireplace and writing desk. In the morning you can greet the mists of San Fran with fresh java from your own personal coffee maker. This recently upgraded property is a gem."
Intercontinental New Orleans,"444 St Charles Ave, New Orleans, Louisiana 70130, United States",has_coffee_in_rooms,has_balcony_in_rooms,has_desk_in_rooms,has_mini_bar_in_room,The Intercontinental New Orleans is a practical delight designed to arm you with everything you need to enjoy the thriving city outside. You can view the mayhem or the Mardi Gras from a distance on your balcony or choose to raid the mini bar while brewing fresh coffee to address last night's reveling. Don't  forget to drop a note home old fashioned style from the convenience of your own writing desk.
Intercontinental New Orleans,"444 St Charles Ave, New Orleans, Louisiana 70130, United States",has_coffee_in_rooms,has_balcony_in_rooms,has_desk_in_rooms,has_mini_bar_in_room,"Some of the qualitative amenities in Intercontinental New Orleans, some of them are mini bar, balconyin rooms, desk and coffee.
Hotel address is 444 St Charles Ave, New Orleans, Louisiana 70130, United States"
Intercontinental New Orleans,"444 St Charles Ave, New Orleans, Louisiana 70130, United States",has_coffee_in_rooms,has_balcony_in_rooms,has_desk_in_rooms,has_mini_bar_in_room,"For your needs, I'd like to recommend the Intercontinental New Orleans hotel. Each room has a balcony and complimentary coffee, so you can wake up in luxury. Every room also comes equipped with a desk for your business needs, as well as a mini bar."
Intercontinental New York Times Square,"300 West 44th Street, New York, NY 10036, USA",has_coffee_in_rooms,has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_soaking_tubs_in_rooms,"The Intercontinental New York Times Square at 300 West 44th Street would be an excellent fit for you. Not only does it offer upgraded rooms with stunning views, it features modern luxurious spa bathrooms with soaking tubs in each suite."
Intercontinental New York Times Square,"300 West 44th Street, New York, NY 10036, USA",has_coffee_in_rooms,has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_soaking_tubs_in_rooms,"The Intercontinental New York Times Square sounds like it might work for you. The rooms have coffee, floor to ceiling windows, and soaking tubs. They can even upgrade your room."
Intercontinental New York Times Square,"300 West 44th Street, New York, NY 10036, USA",has_coffee_in_rooms,has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_soaking_tubs_in_rooms,The Intercontinetal in New York Times Square has just been upgraded.  The windows are floor to ceiling and the rooms have soaking tubs.  Coffee is available in rooms.
Intercontinental San Francisco,"888 Howard Street, San Francisco, CA 94103, USA",has_en_suite_bathroom,has_private_bathroom,has_rooms_upgraded,has_minifridge_in_rooms,"We recommend the Intercontinental San Fransisco at 888 Howard Street, which features upgraded rooms with lots of amenities. Each room offers a private en-suite bathroom and stocked stainless steel mini-fridge."
Intercontinental San Francisco,"888 Howard Street, San Francisco, CA 94103, USA",has_en_suite_bathroom,has_private_bathroom,has_rooms_upgraded,has_minifridge_in_rooms,The Intercontinental San Francisco has been recently upgraded to over deliver. Guests will be treated to en suite and private bathrooms and can count on their own personal mini fridge for all those late night gourmet sacks.
Intercontinental San Francisco,"888 Howard Street, San Francisco, CA 94103, USA",has_en_suite_bathroom,has_private_bathroom,has_rooms_upgraded,has_minifridge_in_rooms,"You might have a good stay at the Intercontinental San Francisco. Their upgraded rooms have en suite bathrooms for your privacy, and come equipped with mini-fridges for convenience."
JW Marriott Desert Springs Resort & Spa,"74-855 Country Club Drive, Palm Desert, CA 92260, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_en_suite_bathroom,has_rooms_upgraded,"The JW Marriott Desert Springs Resort & Spa's upgraded rooms skimp on nothing and you will be pleased with your balcony, en suite bathroom and in room coffee maker. Enjoy your java!"
JW Marriott Desert Springs Resort & Spa,"74-855 Country Club Drive, Palm Desert, CA 92260, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_en_suite_bathroom,has_rooms_upgraded,One lovely option would be the JW Marriott Desert Springs Resort & Spa. It's in a great spot on Country Club Drive. And the rooms have recently been upgraded. They have a luxurious feel with a balcony and an en suite bathroom.
JW Marriott Desert Springs Resort & Spa,"74-855 Country Club Drive, Palm Desert, CA 92260, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_en_suite_bathroom,has_rooms_upgraded,You could stay at JW Marriott Desert Springs Resort & Spa on Country Club Drive.  Their upgraded rooms have an en suite bathroom.  Enjoy a coffee on the balcony!
JW Marriott Marquis Miami,"255 Biscayne Blvd Way, Miami, FL 33131, USA",has_coffee_in_rooms,has_en_suite_bathroom,has_mini_bar_in_room,has_private_bathroom,You might enjoy the JW Marriott Marquis Miami on Biscayne Blvd Way.  The rooms have private en suite bathrooms and a mini bar in the room.  You also have complimentary coffee in your room during your stay.
JW Marriott Marquis Miami,"255 Biscayne Blvd Way, Miami, FL 33131, USA",has_coffee_in_rooms,has_en_suite_bathroom,has_mini_bar_in_room,has_private_bathroom,"Hotel name is JW Marriott Marquis Miami
located at address 255 Biscayne Blvd Way, Miami, FL 33131, USA. They are providing private bathroom in rooms with mini bar and coffee. It has suite bathroom."
JW Marriott Marquis Miami,"255 Biscayne Blvd Way, Miami, FL 33131, USA",has_coffee_in_rooms,has_en_suite_bathroom,has_mini_bar_in_room,has_private_bathroom,The JW Marriott Marquis Miami's rooms feature en suite and private bathrooms as well as mini bars and coffee makers in each room.
JW Marriott Phoenix Desert Ridge Resort & Spa,"5350 E Marriott Dr, Phoenix, AZ 85054, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_desk_in_rooms,has_room_service,The JW Marriott Phoenix Desert Ridge Resort & Spa lives up to its reputation providing their lucky guests with such luxurious amenities as room service and in room balconies. You can also wake up to your java in the comfort of your own bedroom with your in house coffee maker while you journal away at the writing desk.
JW Marriott Phoenix Desert Ridge Resort & Spa,"5350 E Marriott Dr, Phoenix, AZ 85054, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_desk_in_rooms,has_room_service,"The JW Marriott Phoenix Desert Ridge Resort & Spa is a good choice for you. There's room service, coffee, a desk, and even a balcony."
JW Marriott Phoenix Desert Ridge Resort & Spa,"5350 E Marriott Dr, Phoenix, AZ 85054, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_desk_in_rooms,has_room_service,"How does the JW Marriott Phoenix Desert Ridge Resort & Spa sound? The rooms have coffee available, as well as desks in case you wanted to get work done. You'll also be able to call up room service, or step out onto the balcony."
JW Marriott San Francisco Union Square,"515 Mason Street, San Francisco, CA 94102, USA",has_butler_service,has_bathroom_marble_in_rooms,has_rooms_upgraded,has_mini_bar_in_room,"JW Marriott San Francisco Union Square would be an excellent choice for your visit. It offers upgraded rooms, complete with a mini bar and imported marble floors in the spa bathroom. It offers guests a variety of amenities, including room service and butler service."
JW Marriott San Francisco Union Square,"515 Mason Street, San Francisco, CA 94102, USA",has_butler_service,has_bathroom_marble_in_rooms,has_rooms_upgraded,has_mini_bar_in_room,"I think you'll like the JW Marriott San Francisco at Union Square.  It's located on Mason Street.  The  newly upgraded rooms include an in room mini bar,  butler service, and luxurious marble accented baths."
JW Marriott San Francisco Union Square,"515 Mason Street, San Francisco, CA 94102, USA",has_butler_service,has_bathroom_marble_in_rooms,has_rooms_upgraded,has_mini_bar_in_room,You might like a stay at the JW Marriot on Mason Street.  The upgraded rooms include a minibar and marble bathroom floors.  There is even butler service!
Kimpton Hotel Palomar San Diego,"1047 5th Ave, San Diego, CA 92101, USA",has_balcony_in_rooms,has_desk_in_rooms,has_rooms_upgraded,has_mini_bar_in_room,The Kempton Hotel in San Diego is a great place to stay. It has upgraded rooms with a desk and mini bar. And it also has a balcony where you can enjoy a drink
Kimpton Hotel Palomar San Diego,"1047 5th Ave, San Diego, CA 92101, USA",has_balcony_in_rooms,has_desk_in_rooms,has_rooms_upgraded,has_mini_bar_in_room,"I'm looking at an appealing option, the Kimpton Hotel Palomar, on 5th Avenue. The rooms have recently been upgraded, plus you get a balcony and mini bar at your disposal."
Kimpton Hotel Palomar San Diego,"1047 5th Ave, San Diego, CA 92101, USA",has_balcony_in_rooms,has_desk_in_rooms,has_rooms_upgraded,has_mini_bar_in_room,"You might like the Kimpton Hotel Palomar San Diego with its upgraded rooms.  The rooms include balconies, mini bars, and desks."
Loews Regency San Francisco,"222 Sansome St, San Francisco, CA 94104, USA",has_bathroom_marble_in_rooms,has_rooms_upgraded,has_room_service,has_terrace_in_rooms,"The Loews Regency San Francisco features luxuriously upgraded amenities with all marble bathrooms, terraces and an in room dining service."
Loews Regency San Francisco,"222 Sansome St, San Francisco, CA 94104, USA",has_bathroom_marble_in_rooms,has_rooms_upgraded,has_room_service,has_terrace_in_rooms,I'd highly recommend the Loews Regency San Francisco located at 222 Sansome St. It offers upgraded rooms and room service to all its guests. Each room comes with an attached terrace and en-suite spa bathroom featuring state of the art appliances and marble floors.
Loews Regency San Francisco,"222 Sansome St, San Francisco, CA 94104, USA",has_bathroom_marble_in_rooms,has_rooms_upgraded,has_room_service,has_terrace_in_rooms,"A good choice would be the Loews Regency San Francisco. You'll be able to order room service if you get hungry while staying in their upgraded rooms. The bathrooms feature marble, and there's even a terrace to step outside on."
Loews Santa Monica Beach Hotel,"1700 Ocean Avenue, Santa Monica, CA 90401, USA",has_balcony_in_rooms,has_fire_pit,has_patio_in_rooms,has_rooms_upgraded,"The Loews Santa Monica Beach Hotel would be a good choice. The upgraded rooms feature a patio with a fire pit, perfect for hanging out with friends at."
Loews Santa Monica Beach Hotel,"1700 Ocean Avenue, Santa Monica, CA 90401, USA",has_balcony_in_rooms,has_fire_pit,has_patio_in_rooms,has_rooms_upgraded,"The Loews Santa Monica Beach Hotel spoils their guests with in room balconies, patios and fire pits! You will never want to leave this recently upgraded property."
Loews Santa Monica Beach Hotel,"1700 Ocean Avenue, Santa Monica, CA 90401, USA",has_balcony_in_rooms,has_fire_pit,has_patio_in_rooms,has_rooms_upgraded,"A great choice would be the Loews Santa Monica Beach Hotel. Their upgraded rooms include an attached patio with a spacious balcony. The hotel also offers a variety of communal spaces for guests to enjoy, including the fire pit located next to the outdoor pool."
"LondonHouse Chicago, Curio Collection by Hilton","85 East Upper Wacker Drive, Chicago, IL 60601, USA",has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_specialty_coffeemaker_nespresso,The LondonHouse in Chicago has recently upgraded its property and rooms are a sensory delight with floor to ceiling windows and in room espresso machines. Also don't forget the mini fridge as well for that late night snack.
"LondonHouse Chicago, Curio Collection by Hilton","85 East Upper Wacker Drive, Chicago, IL 60601, USA",has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_specialty_coffeemaker_nespresso,"An awesome choice would be the LondonHouse Chicago, Curio Collection by Hilton. With floor to ceiling windows and Nespresso machines, the rooms here are sure to satisfy. There's even a mini fridge in the room, if you need it."
"LondonHouse Chicago, Curio Collection by Hilton","85 East Upper Wacker Drive, Chicago, IL 60601, USA",has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_specialty_coffeemaker_nespresso,"A great choice would be LondonHouse Chicago. It offers floor to ceiling windows, upgraded rooms and a kitchenette complete with mini-fridge and nespresso maker."
Luxe City Center Hotel,"1020 S Figueroa St, Los Angeles, CA 90015, USA",has_microwave_in_rooms,has_minifridge_in_rooms,has_shower_rainfall_in_rooms,is_airy,The Luxe City Center Hotel combines modern luxury with practical amenities. Each airy room features a state of the art rainfall shower as well as a mini fridge and microwave for all its guests personal needs.
Luxe City Center Hotel,"1020 S Figueroa St, Los Angeles, CA 90015, USA",has_microwave_in_rooms,has_minifridge_in_rooms,has_shower_rainfall_in_rooms,is_airy,"A good option for you is the Luxe City Center Hotel on South Figueroa Street. The airy rooms have a microwave, a mini fridge, and a rainfall shower."
Luxe City Center Hotel,"1020 S Figueroa St, Los Angeles, CA 90015, USA",has_microwave_in_rooms,has_minifridge_in_rooms,has_shower_rainfall_in_rooms,is_airy,"You might like the Luxe City Center Hotel. The big, airy rooms have mini fridges and microwaves for your convenience. In the bathroom, you'll find a luxurious rainfall shower."
"Mandarin Oriental, New York","80 Columbus Circle, New York, NY 10023, USA",has_desk_in_rooms,has_bathroom_marble_in_rooms,has_floor_to_ceiling_windows_in_rooms,has_soaking_tubs_in_rooms,I would recommend staying at the Mandarin Oriental if you're coming to New York. It is a beautiful and spacious rooms with floor to ceiling windows. The bathroom is an experience in itself with large soaking tubs and marble all around.
"Mandarin Oriental, New York","80 Columbus Circle, New York, NY 10023, USA",has_desk_in_rooms,has_bathroom_marble_in_rooms,has_floor_to_ceiling_windows_in_rooms,has_soaking_tubs_in_rooms,"The Mandarin Oriental, New York sounds like a good choice for you. The rooms have floor to ceiling windows to provide a great view, as well as a desk if you'd like to do some work. Look forward to the room's marble bathroom, because a soaking tub is waiting for you!"
"Mandarin Oriental, New York","80 Columbus Circle, New York, NY 10023, USA",has_desk_in_rooms,has_bathroom_marble_in_rooms,has_floor_to_ceiling_windows_in_rooms,has_soaking_tubs_in_rooms,"The Mandarin Oriental features exotic marble bathrooms and soaking tubs with floor to ceiling windows that offer unparalleled views of the city. In addition to your elegant comforts, your room will come equipped with a writing desk from which to share memories of your stay from."
"Mandarin Oriental, Washington DC","1330 Maryland Avenue Southwest, Washington, DC 20024, USA",has_balcony_in_rooms,has_en_suite_bathroom,has_private_bathroom,has_rooms_upgraded,"You've heard of the Mandarin Oriental over in Washington DC, right? They've got some of the best rooms in the area. Mandarin Oriental never disappoints, you just know it's gonna be a great place to stay when they put their name on a hotel. Recently upgraded rooms, equipped with en suite bathrooms so you have that extra privacy going on. You gotta check out the balcony too, such a great view of the nation's capital."
"Mandarin Oriental, Washington DC","1330 Maryland Avenue Southwest, Washington, DC 20024, USA",has_balcony_in_rooms,has_en_suite_bathroom,has_private_bathroom,has_rooms_upgraded,"Mandarin Oriental, Washington DC's recently upgraded property offers you gracious amenities with both en suite and private bathrooms and personal balconies from which to enjoy the view of the capital."
"Mandarin Oriental, Washington DC","1330 Maryland Avenue Southwest, Washington, DC 20024, USA",has_balcony_in_rooms,has_en_suite_bathroom,has_private_bathroom,has_rooms_upgraded,"If you're going to Washington DC you should stay at the Mandarin Oriental. Every room is upgraded with a private balcony. And each suite has its own private bathroom, this place is amazing and you will get the utmost privacy"
"Marriott Vacation Club Pulse at Custom House, Boston","3 McKinley Square, Boston, MA 02109, USA",has_desk_in_rooms,has_kitchenette_in_rooms,is_airy,has_sofa_bed,You might enjoy the Marriott Vacation Club Pulse at Custom House in Boston.  It is airy with a sofa bed and desk in the room.  There is also a kitchenette.
"Marriott Vacation Club Pulse at Custom House, Boston","3 McKinley Square, Boston, MA 02109, USA",has_desk_in_rooms,has_kitchenette_in_rooms,is_airy,has_sofa_bed,"Marriott Vacation Club Pulse at Custom House exudes an airiness that is welcome after traversing this historical city. Your room will come conveniently equipped with its own sofa bed, kitchenette and writing desk."
"Marriott Vacation Club Pulse at Custom House, Boston","3 McKinley Square, Boston, MA 02109, USA",has_desk_in_rooms,has_kitchenette_in_rooms,is_airy,has_sofa_bed,"You may be interested in the Marriott Vacation Club Pulse at Custom House, Boston. The large, airy rooms are equipped with a kitchenette to do some cooking in, and sofa beds for extra guests. Each room has a desk available if you need to do work."
Marriott's Grand Chateau,"75 E Harmon Ave, Las Vegas, NV 89109, USA",has_kitchen_in_room,has_kitchenette_in_rooms,has_sofa_bed,has_terrace,"The Marriott's Grand Chateau makes sure guests have everything they need. Your room features a sofa bed, kitchen and terrace from which to enjoy the view as well as all the amenities of a kitchenette."
Marriott's Grand Chateau,"75 E Harmon Ave, Las Vegas, NV 89109, USA",has_kitchen_in_room,has_kitchenette_in_rooms,has_sofa_bed,has_terrace,"A really great choice would be Marriott's Grand Chateau at 75 E. Harmon Ave in Las Vegas. This hotel features a fully equipped and modern in-room kitchen, as well as a sofa bed in addition to the queen. Each room also features a balcony with terrace and lovely views of the city."
Marriott's Grand Chateau,"75 E Harmon Ave, Las Vegas, NV 89109, USA",has_kitchen_in_room,has_kitchenette_in_rooms,has_sofa_bed,has_terrace,Marriot's Grand Chateau on E Harmon might be a good choice.  There's a kitchen or a kitchenette in the rooms.  Rooms also have a sofa bed and a terrace.
Marriott's Grande Vista,"5925 Avenida Vista, Orlando, FL 32821, USA",has_balcony_in_rooms,has_kitchen_in_room,has_kitchenette_in_rooms,has_whirlpool_tub,"There's the Marriott's Grande Vista on Avenida Vista. The rooms have many options such as a kitchen or kitchenette, a whirlpool tub, and a balcony."
Marriott's Grande Vista,"5925 Avenida Vista, Orlando, FL 32821, USA",has_balcony_in_rooms,has_kitchen_in_room,has_kitchenette_in_rooms,has_whirlpool_tub,the Marriott's Grande Vista helps you relish the view from your in room balcony. Later you can relax in the whirlpool tub or whip up something special for you and your honey in your own personal kitchenette.
Marriott's Grande Vista,"5925 Avenida Vista, Orlando, FL 32821, USA",has_balcony_in_rooms,has_kitchen_in_room,has_kitchenette_in_rooms,has_whirlpool_tub,Marriot's Grande Vista on Avenida Vista in Orlando might be nice.  The rooms there have a kitchen or kitchenette and balcony.  The bathrooms come equipped with a whirlpool tub.
Menger Hotel,"204 Alamo Plz, San Antonio, TX 78205, United States",has_balcony_in_rooms,has_desk_in_rooms,has_coffee_in_rooms,has_room_service,"The Manger Hotel is a great experience. Every room has a balcony, where you can enjoy your freshly brewed coffee, or eat your room service."
Menger Hotel,"204 Alamo Plz, San Antonio, TX 78205, United States",has_balcony_in_rooms,has_desk_in_rooms,has_coffee_in_rooms,has_room_service,Menger Hotel might be a good choice.  There is coffee and room service provided.  The rooms also feature a balcony and work area with a desk.
Menger Hotel,"204 Alamo Plz, San Antonio, TX 78205, United States",has_balcony_in_rooms,has_desk_in_rooms,has_coffee_in_rooms,has_room_service,"The Menger Hotel would be an excellent fit for your stay. The hotel features room service as well as a hotel concierge. All rooms have a private balcony, as well as a small in-suite office area featuring a desk and office chair."
Miami Airport Marriott,"1201 NW Lejeune Rd, Miami, FL 33126, USA",has_coffee_in_rooms,has_desk_in_rooms,has_rooms_upgraded,has_soundproofing,"The Miami Airport Marriott isn't just a layover for weary travelers, It's a haven for sleep and rest. Each room is soundproofed and comes replete with upgraded amenities such as writing desks and coffee makers."
Miami Airport Marriott,"1201 NW Lejeune Rd, Miami, FL 33126, USA",has_coffee_in_rooms,has_desk_in_rooms,has_rooms_upgraded,has_soundproofing,"Have you seen the Miami Airport Marriott? They have rooms with coffee, a desk, and soundproof walls. They can even upgrade your room for you."
Miami Airport Marriott,"1201 NW Lejeune Rd, Miami, FL 33126, USA",has_coffee_in_rooms,has_desk_in_rooms,has_rooms_upgraded,has_soundproofing,"You may enjoy the Miami Airport Marriott. The hotel upgraded their rooms recently, including soundproofing to ensure a good night's rest. The rooms have desks and coffee available in case you have some work to do."
Miyako Hotel Los Angeles,"328 E 1st St, Los Angeles, California 90012, United States",has_furnishings_wood_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_shower_rainfall_in_rooms,"You should check out the Miyako Hotel Los Angeles. This hotel features upgraded rooms with upscale high-quality wood furnishings. It also features modern, updated bathrooms with rainfall showers and Carrera marble."
Miyako Hotel Los Angeles,"328 E 1st St, Los Angeles, California 90012, United States",has_furnishings_wood_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_shower_rainfall_in_rooms,A good fit for you would be the Miyako Hotel in LA. It has upgraded rooms with luxurious features like a rainfall shower and a mini-fridge. The rooms are furnished with real wood furniture.
Miyako Hotel Los Angeles,"328 E 1st St, Los Angeles, California 90012, United States",has_furnishings_wood_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_shower_rainfall_in_rooms,"The Miyako Hotel is an upscale yet urbane property. Their recently upgraded rooms feature beautiful wood furnishings, rainfall showers and practical amenities such as a mini fridge and coffee maker."
Mohonk Mountain House,"1000 Mountain Rest Rd, New Paltz, NY 12561, USA",has_balcony_in_rooms,has_fireplace,has_kitchen_in_room,has_rooms_upgraded,"Mohonk Mountain House has extremely comfortable rooms. They're equipped with fireplaces, kitchens, and balconies. They can even be upgraded."
Mohonk Mountain House,"1000 Mountain Rest Rd, New Paltz, NY 12561, USA",has_balcony_in_rooms,has_fireplace,has_kitchen_in_room,has_rooms_upgraded,"I would like to suggest this hotel, which has fire place, kitchen, balcony, and rooms are upgraded recently. It is  Mohonk Mountain House
Hotel address is 1000 Mountain Rest Rd, New Paltz, NY 12561, USA"
Mohonk Mountain House,"1000 Mountain Rest Rd, New Paltz, NY 12561, USA",has_balcony_in_rooms,has_fireplace,has_kitchen_in_room,has_rooms_upgraded,The Mohonk Mountain House offers guests a cabin like feel with cozy fireplaces and kitchens in every room. You will also enjoy the balconies in this upgraded property. Who doesn't love a view of the untouched wilderness just outside your door?
