hotel_name,hotel_address,original,paraphrase,turker_selected_attributes
Loews Santa Monica Beach Hotel,"1700 Ocean Avenue, Santa Monica, CA 90401, USA",This upscale hotel is a 7-minute walk from the Santa Monica Pier and 0.2 miles from Third Street Promenade,The upscale Loews Santa Monica Beach Hotel is located just a short 7-minute walk from the Santa Monica Pier and only .2 miles from the Third Street Promenade.,feels_upscale
Loews Santa Monica Beach Hotel,"1700 Ocean Avenue, Santa Monica, CA 90401, USA","There's a fine dining restaurant with ocean views, and 2 sophisticated lounges, including a tapas bar.","The fine dining restaurant has a great view of the ocean, two posh lounges and a tapas bar.",has_bar_onsite | feels_upscale | has_restaurant | feels_chic | feels_elegant
Loews Santa Monica Beach Hotel,"1700 Ocean Avenue, Santa Monica, CA 90401, USA"," Other amenities include a heated outdoor pool and a hot tub, plus a chic spa with oxygen treatments and a fitness room (fee), plus conference/event facilities. ",Lowes includes a heated outdoor pool and a hot tub. It also has a chic spa with oxygen treatments. There is a fitness room for a fee. The Lowes Santa Monica also offers a conference and event facility. ,has_spa | has_swimming_pool_outdoor | has_fitness_room | feels_chic | has_hot_tub
London Marriott Hotel Grosvenor Square,unknown,"The contemporary rooms have flat-screen TVs, marble bathrooms, and tea and coffeemaking equipment","The rooms are contemporary and have flat-screen TVs, marble bathrooms, and tea and coffee pots.",None
London Marriott Hotel Grosvenor Square,unknown,"Upscale redbrick property offering gourmet dining and a 1920s-inspired bar, plus a fitness centre.",This upscale hotel has a gourmet restaurant. There is also a 1920s-inspired bar and a fitness centre.,None
London Marriott Hotel Grosvenor Square,unknown,"The contemporary rooms have flat-screen TVs, marble bathrooms, and tea and coffeemaking equipment. ","This hotel includes contemporary rooms with flat screen TVs, tea and coffee maker. Each room also features a marble bathroom",None
London Marriott Hotel Marble Arch,unknown,"Stylish rooms and a buzzy brasserie dining, plus a leisure club with an indoor pool and a gym. ",This hotel features stylish rooms and a restaurant with a wide selection of drinks.  It also includes an indoor pool and gym.,feels_chic
London Marriott Hotel Marble Arch,unknown,"Upgraded rooms have access to a lounge with freebies including breakfast, evening socials and Wi-Fi.","Upgrades are available with these rooms featuring access to a lounge and complimentary breakfast, evening socials and Wi-Fi.",has_rooms_upgraded
London Marriott Hotel Marble Arch,unknown,"Modern rooms feature flat-screen TVs, Wi-Fi (fee), work desks with ergonomic chairs, and complimentary bottled water. ","Rooms have all the modern amenities expected from a hotel of this quality: flat-screen TVs. Wi-Fi, desk with ergonomic chairs, and free bottled water. ",feels_contemporary | has_desk_in_rooms | feels_modern
"LondonHouse Chicago, Curio Collection by Hilton","85 East Upper Wacker Drive, Chicago, IL 60601, USA"," Swanky hotel in a 1920s tower offering a spa & a bar, plus a rooftop restaurant with river views.",This swanky hotel was built in the 1920s.  The tower has a spa and bar.  Its rooftop restaurant has river views.  ,swanky_lodging | feels_luxury
"LondonHouse Chicago, Curio Collection by Hilton","85 East Upper Wacker Drive, Chicago, IL 60601, USA","Set in a landmark 1920s high-rise building overlooking the Chicago River, this luxe hotel lies at the start of the Miracle Mile.","It is a century old building, so you get a sense of the history of the place. It overlooks the Chicago river and is right at the start of the miracle mile.",swanky_lodging | feels_luxury
"LondonHouse Chicago, Curio Collection by Hilton","85 East Upper Wacker Drive, Chicago, IL 60601, USA","Set in a landmark 1920s high-rise building overlooking the Chicago River, this luxe hotel lies at the start of the Miracle Mile. ",The LondonHouse Chicago is set in a landmark high-rise building.  The hotel overlooks the Chicago river and lies at the start of the Miracle Mile.,swanky_lodging | feels_luxury
Los Angeles Airport Marriott,"5855 W Century Blvd, Los Angeles, CA 90045, USA","Upscale lodging offering 2 restaurants, a tropically landscaped pool & a free LAX shuttle. ",Use the free LAX shuttle to commute to this upscale hotel. You'll be able to enjoy a tropically landscape pool and choose between 2 on-site restaurants.  ,None
Los Angeles Airport Marriott,"5855 W Century Blvd, Los Angeles, CA 90045, USA","This contemporary hotel is 2 miles from Los Angeles International Airport and 6.3 miles from Manhattan Beach. Flat-screen TVs with premium cable channels, work desks, and coffeemakers are offered in all of the upscale rooms, some of which add balconies and pool views","The Los Angeles Airport Marriott is a contemporary hotel located 2 miles from Los Angeles International Airport. It is 6.3 miles from Manhattan Beach. Flat-screen TVs with premium cable channels, work desks, and coffeemakers are offered in all of the upscale rooms. Some rooms have balconies and pool views",feels_contemporary | feels_modern
Los Angeles Airport Marriott,"5855 W Century Blvd, Los Angeles, CA 90045, USA","Amenities include free WiFi in the lobby and public areas, an airport shuttle, a sports bar, 2 restaurants and a Starbucks.","Amenities include WiFi, an airport shuttle, a sports bar, 2 restaurants and a Starbucks.",None
LUX* South Ari Atoll (formerly LUX* Maldives),unknown,"An all-inclusive rate covers snorkeling, kayaking and pedal boats, along with dining at 7 restaurants and 6 bars.","The food is inclusive at their seven restaurants and six bars. Also included is the snorkeling, kayaking, and pedal boats.",has_bar_onsite | has_restaurant | has_kayaking | has_snorkeling | all_inclusive
LUX* South Ari Atoll (formerly LUX* Maldives),unknown,"Chic, thatched-roof units, some with pools or lagoon access, plus 7 restaurants, 6 bars & a spa.","Chic features include thatched-roof units, some with pools or lagoon access. There are 7 restaurants, 6 bars, and a spa. ",feels_chic
LUX* South Ari Atoll (formerly LUX* Maldives),unknown,"An all-inclusive rate covers snorkeling, kayaking and pedal boats, along with dining at 7 restaurants and 6 bars. ","This hotel is all-inclusive that allows you to snorkel, kayak, and use their pedal boats. They also have the choice of 7 restaurants and 6 bars to eat at. ",has_bar_onsite | has_restaurant | has_kayaking | has_snorkeling | all_inclusive
Luxe City Center Hotel,"1020 S Figueroa St, Los Angeles, CA 90015, USA","Airy, upscale rooms decorated in earth tones feature double pillow-top beds with handmade wooden headboards, free WiFi, flat-screen TVs and rainfall showers.","The rooms are airy and upscale. They are decorated in earth tones and the beds have double pillow tops and handmade wooden headboards. Each room has free wifi, flat screen tvs and rainfall showers.",has_wi_fi_free | is_airy | is_homemade | has_shower_rainfall_in_rooms
Luxe City Center Hotel,"1020 S Figueroa St, Los Angeles, CA 90015, USA","Upscale lodging, a hip eatery & a spa This contemporary hotel on a busy corner in downtown Los Angeles is opposite the L.A. Live entertainment venue and a 2-minute walk from the Grammy Museum","A modern, upscale place to stay with a trendy restaurant and spa, this hotel on a busy corner in downtown LA is right across the street from L.A Live and a quick walk to the Grammy Museum.",feels_hip | feels_contemporary | feels_upscale | feels_modern
Luxe City Center Hotel,"1020 S Figueroa St, Los Angeles, CA 90015, USA",This contemporary hotel on a busy corner in downtown Los Angeles is opposite the L.A. Live entertainment venue and a 2-minute walk from the Grammy Museum.,"The hotel has a contemporary feel. It's located in the heart of busy downtown Los Angeles, very close to fun attractions like L.A. Live and the Grammy Museum.",None
M By Montcalm,unknown,"The 1-bedroom suites add lounges, while some have sofabeds. ","This hotel offers single bedroom suits with optional lounges or sofa beds, which includes complimentary flat screens, coffee machines, minibars, fresh fruit, WIFI and 24 hr room service.",is_room_type | has_sofa_bed
M By Montcalm,unknown,"Perks include complimentary fruit, WiFi and bottled water, as well as 24-hour room service","Fruit, WIFI, Bottled Water, 24 Hour Room Service included.",has_room_service
M By Montcalm,unknown,"Chic rooms offer marble bathrooms, 37-inch flat-screens and Nespresso machines, plus minibars and iPod docks with music libraries. ","The M by Montcalm is a high end hotel that offers chic rooms with marble bathrooms.  The M also provides guests with amenities like a 37"" flat screen tv, a Nespresso machine and a mini bar.  For guests listening pleasure an ipod doc with music library is featured in each room. ",has_mini_bar_in_room | has_specialty_electronics_in_rooms | has_specialty_coffeemaker_nespresso | feels_chic | has_bathroom_marble_in_rooms
Macdonald Manchester Hotel & Spa,unknown,"Amenities include a casual steak restaurant and traditional lounge bar, plus a spa and high-tech gym.","The hotel includes several high quality luxuries for guests, including amenities such as a steak restaurant, lounge bar, a high-tech gym as well as a spa.",feels_traditional | feels_casual | is_high_tech | has_restaurant | has_bar_onsite | has_fitness_center
Macdonald Manchester Hotel & Spa,unknown,"Contemporary rooms and suites with free WiFi, plus a luxury spa and dedicated conference floor. Upscale accommodations with free WiFi Located a block from Piccadilly train station, this upscale city centre hotel is 2.3 miles from Etihad Stadium.",Contemporary rooms and suites. Free Wifi. There is a luxury spa and dedicated conference floor. Upscale city centre accommondations. Located a block from Piccadilly train station. 2.3 miles from Etihad Stadium. ,has_wi_fi_free | feels_contemporary | is_room_type | has_spa | feels_modern
Macdonald Manchester Hotel & Spa,unknown,"Amenities include a casual steak restaurant and traditional lounge bar, plus a spa and high-tech gym.","There are several upscale amenities including a casual steak restaurant, lounge bar, spa, and high tech gym. ",feels_traditional | feels_casual | is_high_tech | has_restaurant | has_bar_onsite | has_fitness_center
Magnolia Hotel Denver,"818 17th Street, Denver, CO 80202, USA","Free à la carte breakfast is offered in the restaurant, and there's a contemporary bar serving lunch and dinner. ","Breakfast, lunch and dinner are available.  ",feels_contemporary | has_restaurant | has_bar_onsite | feels_modern
Magnolia Hotel Denver,"818 17th Street, Denver, CO 80202, USA"," Chic rooms, fireplace suites & dining, plus free breakfast & wine hour in a retrofitted 1910 bank. ","This hotel offers chic rooms, fireplace suites & dining. In addition free breakfast & wine hour, all in a retrofitted 1910 bank. ",is_room_type | has_free_breakfast | feels_chic | has_fireplace
Magnolia Hotel Denver,"818 17th Street, Denver, CO 80202, USA","Elegant lodging in historic former bank Housed in the former American National Bank in downtown Denver, this hotel in a refurbished 1910 building is a 10-minute stroll from Denver Union Station and 0.8 miles from Denver Art Museum.",The Magnolia Hotel has been remodeled from the 1910 American National Bank into an elegant hotel. Magnolia Hotel is located in downtown Denver and is just a 10 minute walk from Union Station. You'll find the Denver Art Museum is less than a mile from Magnolia Hotel.,feels_elegant | is_historic
Magnolia Hotel Houston,"1100 Texas Avenue, Houston, TX 77002, USA","Housed in an elegant 1926 high-rise, this downtown hotel is a 7-minute walk to the Wortham Theater Center and a 14-minute walk to the George R. Brown Convention Center.","This is an elegant hotel, built in 1926, and is conveniently located in easy walking distance to the Wortham Theater Center and the George R. Brown Convention Center.",None
Magnolia Hotel Houston,"1100 Texas Avenue, Houston, TX 77002, USA","Freebies include breakfast, an evening reception with beer and wine, and a bedtime cookie buffet, as well as downtown town car transportation.","Extensive free guest services included including breakfast, happy hour, turn down and transportation limo.Free breakfast, happy hour, turn down, and transportation services.",has_free_breakfast
Magnolia Hotel Houston,"1100 Texas Avenue, Houston, TX 77002, USA","Sophisticated 1926 high-rise with stylish rooms, plus a billiards room & a rooftop pool. Elegant high-rise with a rooftop pool Housed in an elegant 1926 high-rise, this downtown hotel is a 7-minute walk to the Wortham Theater Center and a 14-minute walk to the George R. Brown Convention Center.","This sophisticated 1926 high-rise boasts well-appointed rooms, billiards room and a rooftop pool and is just a brief walk to the Wortham Theatre Center and the George R. Brown Convention center. ",feels_elegant | feels_upscale | feels_chic | has_swimming_pool_rooftop
Maksoud Plaza,unknown,"Other amenities include a gym, an indoor pool and a spa, plus a helipad and parking (fees may apply). Polished hotel offering a pool, a day spa & a helipad, plus fine dining & brasserie restaurants. Sleek hotel with fine dining & a helipad","This polished hotels amenities includes a pool, a day spa & a helipad, plus fine dining & brasserie restaurants. Sleek hotel with fine dining.",has_spa | has_fitness_center | has_parking | has_swimming_pool_indoor
Maksoud Plaza,unknown,"Polished hotel offering a pool, a day spa & a helipad, plus fine dining & brasserie restaurants.",This luxury hotel offers a pool.This hotel also offers a day spa and helipad.This hotel is also home to brasserie restaurants. ,None
Maksoud Plaza,unknown,"Polished hotel offering a pool, a day spa & a helipad, plus fine dining & brasserie restaurants.","This hotel offers a pool, day spa, helipad and fine dining options for you. ",None
Malmaison London,unknown,"Upscale boutique option offering contemporary rooms, a chic cocktail bar and elegant dining. ","Malmaison London is classy, modern boutique hotel with bar and upscale restaurant. ",feels_contemporary | feels_upscale | feels_chic | feels_elegant | has_bar_onsite | feels_modern
Malmaison London,unknown,"Stylish lodging, a lounge & fine dining A 4-minute walk from Barbican tube station and a 7-minute walk from the Barbican Centre performing arts venue, this upscale boutique hotel is a 10-minute walk from the Museum of London.","This stylish, upscale boutique hotel offers a lounge and fine dining. It is a 4-minute walk from Barbican underground transit station, a 7-minute walk from the Barbican Centre performing arts venue and a 10-minute walk from the Museum of London.",feels_chic | is_hotel_type
Malmaison London,unknown," A 4-minute walk from Barbican tube station and a 7-minute walk from the Barbican Centre performing arts venue, this upscale boutique hotel is a 10-minute walk from the Museum of London. ",The Malmaison London is an upscale boutique hotel.  It is in a great location as it is a quick walk to the Barbican tube station and the Barbican Centre.  It is also just 10 minutes from the Museum of London.  ,None
Manchester Marriott Victoria & Albert Hotel,unknown,"On the banks of the River Irwell, this upscale, contemporary hotel in a former warehouse dating to 1844, is a 4-minute walk from the People's History Museum and a 5-minute walk from Opera House Manchester.","The Manchester Marriott Victoria and Albert Hotel is located on the banks of the River Irwell. This former warehouse dating back to 1844 is an upscale, contemporary hotel.  It is within walking distance from the People's History Museum and the Opera House Manchester.",feels_contemporary | feels_upscale | feels_modern
Manchester Marriott Victoria & Albert Hotel,unknown,"On the banks of the River Irwell, this upscale, contemporary hotel in a former warehouse dating to 1844, is a 4-minute walk from the People's History Museum and a 5-minute walk from Opera House Manchester.",This hotel is a former warehouse and is located on the banks of the river Irwell. The hotel is a 4 minute walk from the People's history museum and a five minute walk from Opera House Manchester.,feels_contemporary | feels_upscale | feels_modern
Manchester Marriott Victoria & Albert Hotel,unknown,"Featuring oak-beamed ceilings and exposed brick, modern rooms and suites include free Wi-Fi, flat-screens and desks, as well as tea and coffeemaking facilities.","The hotel has rooms with tall brick ceilings and a more modern design.  They also include free Wi-fi, flat screens and their own desks as well as tea and coffee makers. ",feels_contemporary | has_coffee_in_rooms | has_desk_in_rooms | is_room_type | has_wi_fi_free | feels_modern
"Mandarin Oriental, Miami","500 Brickell Key Drive, Miami, FL 33131, USA","Sophisticated rooms and suites come with private balconies, flat-screen TVs, iPod docks and Wi-Fi (fee), and some rooms offer free-standing tubs.","This hotel features sophisticated rooms and suites. All of the rooms have private balconies and some rooms offer free-standing tubs. Some other amenities include flat-screen TVs and iPod docks, and there is Wi-Fi for a fee. ",feels_elegant | feels_upscale | feels_chic | has_specialty_electronics_in_rooms | is_room_type | has_balcony_in_rooms | has_freestanding_bathtub
"Mandarin Oriental, Miami","500 Brickell Key Drive, Miami, FL 33131, USA","Sophisticated rooms and suites come with private balconies, flat-screen TVs, iPod docks and Wi-Fi (fee), and some rooms offer free-standing tubs.","This hotel features sophisticated rooms, while suites have private balconies, flat-screen TVs and iPod docks. Some rooms provide free-standing tubs. There is Wi-Fi available for a fee.",feels_elegant | feels_upscale | feels_chic | has_specialty_electronics_in_rooms | is_room_type | has_balcony_in_rooms | has_freestanding_bathtub
"Mandarin Oriental, Miami","500 Brickell Key Drive, Miami, FL 33131, USA","Sophisticated rooms and suites come with private balconies, flat-screen TVs, iPod docks and Wi-Fi (fee), and some rooms offer free-standing tubs.","This hotel offers private balconies with its sophisticated rooms and suites. Flat screen TVs and iPod docks come standard, while some rooms offer free-standing tubs. Wi-fi is available for a fee.",feels_elegant | feels_upscale | feels_chic | has_specialty_electronics_in_rooms | is_room_type | has_balcony_in_rooms | has_freestanding_bathtub
"Mandarin Oriental, New York","80 Columbus Circle, New York, NY 10023, USA","The contemporary rooms feature floor-to-ceiling windows with skyline views, as well as flat-screens, stereos and Wi-Fi","Skyline, river or Central park views in floor to ceiling window highlight these contemporary rooms. Flat screen TV, stereos and Wi-Fi will help you utilize the in room desks or take a relaxing soak in our marble bathroom, featuring a soaking tub. ",feels_contemporary | has_floor_to_ceiling_windows_in_rooms | feels_modern
"Mandarin Oriental, New York","80 Columbus Circle, New York, NY 10023, USA","The contemporary rooms feature floor-to-ceiling windows with skyline views, as well as flat-screens, stereos and Wi-Fi (fee).","The modern rooms at this hotel feature floor-to-ceilings windows, all with views of the beautiful New York skyline. In addition, all basic rooms include flat-screen TVs and stereo. WiFi access is available in all rooms for a nominal fee.",feels_contemporary | has_floor_to_ceiling_windows_in_rooms | feels_modern
"Mandarin Oriental, New York","80 Columbus Circle, New York, NY 10023, USA","There's also a fitness center, an indoor pool and a posh spa.","This hotel has many things to do, it has a fitness center, an indoor pool, and posh spa.",has_fitness_center | has_swimming_pool_indoor
"Mandarin Oriental, Tokyo",unknown,"Other amenities include a renowned spa and indoor pool, plus event space, a business center and a gym. Luxe quarters with city views in a chic high-rise hotel offering 10 restaurants and an upscale spa.","This luxury high-rise hotel is in Yokyo's historic Nihonbashi neighborhood. It's close to the Imperial Palace, has great city views, a spa, business center, pool, and gym, along with ten restaurants.",has_spa | has_swimming_pool_indoor | has_business_center | has_event_space | has_fitness_center
"Mandarin Oriental, Tokyo",unknown,"Set in Tokyo's historic Nihonbashi neighborhood, this luxury high-rise hotel occupies the top 9 floors of the 34-story Nihonbashi Mitsui Tower. ",The high rise is 9 ft tall,None
"Mandarin Oriental, Tokyo",unknown," Set in Tokyo's historic Nihonbashi neighborhood, this luxury high-rise hotel occupies the top 9 floors of the 34-story Nihonbashi Mitsui Tower.","Mandarain Oriental, Tokyo is a luxury high rise hotel located in the top 9 flors in the Nihonbashi Mitsui Tower in Tokyo's historic Nihonbashi neighborhood.",is_historic
"Mandarin Oriental, Washington DC","1330 Maryland Avenue Southwest, Washington, DC 20024, USA","Upscale rooms have chic marble en suite bathrooms, and come with free Wi-Fi, flat-screen TVs and sofas. ","This hotel offers ritzy rooms with all modern conveniences. All rooms include access to complimentary Wi-Fi, flat screen television set, sofas, and a stylish bathroom complete with marble tile. ",is_room_type | feels_upscale | feels_chic | has_wi_fi_free | has_private_bathroom | has_en_suite_bathroom
"Mandarin Oriental, Washington DC","1330 Maryland Avenue Southwest, Washington, DC 20024, USA","Upscale rooms have chic marble en suite bathrooms, and come with free Wi-Fi, flat-screen TVs and sofas. ",The Mandarin Oriental hotel's rooms in Washington DC have upscale decor. The en suite bathrooms feature marble. All rooms have flat screen TVs and sofas. All guests can access free Wifi.,is_room_type | feels_upscale | feels_chic | has_wi_fi_free | has_private_bathroom | has_en_suite_bathroom
"Mandarin Oriental, Washington DC","1330 Maryland Avenue Southwest, Washington, DC 20024, USA","Upscale rooms have chic marble en suite bathrooms, and come with free Wi-Fi, flat-screen TVs and sofas.","The Mandarin Oriental features upscale hotel rooms with a chic design and beautiful marble bathrooms to refresh yourself.  Come to enjoy features such as free WiFi, flat screen TV's, and relaxing sofas.",is_room_type | feels_upscale | feels_chic | has_wi_fi_free | has_private_bathroom | has_en_suite_bathroom
Manila Marriott Hotel,unknown,"Set 1 km from Ninoy Aquino International Airport, this luxury hotel is a 3-minute walk from the attractions of Resorts World Manila.","This luxury hotel is 1 kilometer from Ninoy Aquino Airport, and three minutes of walking away from Resorts World Manila. ",is_hotel_type
Manila Marriott Hotel,unknown,"Warm-hued, polished rooms & suites with free Wi-Fi, along with a golf course & 5 restaurants","This hotel features warm-hued decor, with sophisticated rooms and suites. W-fi is free, and there are five restaurants to choose from, along with a golf course on location.",None
Manila Marriott Hotel,unknown,"Warm-hued, polished rooms & suites with free Wi-Fi, along with a golf course & 5 restaurants. ","This hotel features warm-hued, polished rooms & suites along with free Wi-Fi. You can choose to dine from 5 restaurants. The Manila Marriott Hotel also offers it's own golf course.",None
Marina View Hotel Apartments,unknown,"Studios & 1-2 bedroom apartments with modern decor, plus a restaurant, a gym & an outdoor pool.","The studios, 1 and 2 bedroom apartments feature modern decor, and there is a gym, outdoor pool, plus restaurant.",None
Marina View Hotel Apartments,unknown,"Set 3 km from Jumeirah Beach, this chic apartment hotel in a contemporary building overlooks Dubai Marina and is 10 km from snowboarding at Ski Dubai, the indoor ski center at the Mall of the Emirates.",The Marina View Hotel Apartments are located 3km from Jumeriah Beach.  The building overlooks the Dubai Marina and is 10km from Ski Dubai.,is_room_type | feels_modern | feels_chic | feels_contemporary
Marina View Hotel Apartments,unknown,"Studios & 1-2 bedroom apartments with modern decor, plus a restaurant, a gym & an outdoor pool.","This hotel offers studios, as well as more spacious 1 or 2 bedroom apartments.  The apartments have modern decor and guests have access to a gym and outdoor pool.  The hotel also contains a restaurant. ",None
Maritim Hotel Frankfurt,unknown,"Classic pick with dining, a pool & a gym Modest rooms come with free Wi-Fi, flat-screen TVs and minibars.","The hotel includes restaurants, a pool, and a gym. The rooms includes free WiFi, flat-screen TVs, and mini-bars. ",has_wi_fi_free | has_mini_bar_in_room | feels_modest | feels_traditional
Maritim Hotel Frankfurt,unknown,"Connected to the Messe Frankfurt exhibition center, this classic hotel is a 6-minute walk from Festhalle/Messe U-Bahn station and 12 km from Frankfurt Airport.",The hotel is connected to the Messe Frankfurt exhibition center and is only a 6-minute walk from Festhalle/Messe U-Bahn station and 12 km from Frankfurt Airport.,None
Maritim Hotel Frankfurt,unknown,"Soma have sofas, city views and/or tea and coffeemaking facilities; club level rooms have access to a club lounge. ",There are some rooms with sofas and even views of the city and club-level rooms allow access to the club lounge.  Tea and coffee makers are also provided in the rooms.,has_club_level_or_floor | has_onsite_club_room | has_coffee_in_rooms
Maritim Hotel München,unknown,"Maritim Hotel München: Classic rooms & modern suites with free Wi-Fi, plus 2 restaurants, a piano bar & a rooftop pool. Modern option with a rooftop pool The relaxed rooms and suites have free Wi-Fi, TVs, desks and minibars. Upgraded rooms add modern decor and flat-screen TVs, while suites add separate living areas. Room service is available. Dining amenities include a buffet restaurant and a bistro, as well as a sophisticated piano bar and a seasonal beer garden. There's also a rooftop pool with panoramic views of Munich, a fitness center and a spa. Located in the center of Munich, this hotel is a 6-minute walk from Munich Central Station station, 1.5 km from the Marienplatz city center square and 2.6 km from the Deutsches Museum.","Maritim Hotel München: Classic rooms & modern suites with free Wi-Fi, plus 2 restaurants, a piano bar & a rooftop pool. Modern option with a rooftop pool The relaxed rooms and suites have free Wi-Fi, TVs, desks and minibars. Upgraded rooms add modern decor and flat-screen TVs, while suites add separate living areas. Room service is available. Dining amenities include a buffet restaurant and a bistro, as well as a sophisticated piano bar and a seasonal beer garden. There's also a rooftop pool with panoramic views of Munich, a fitness center and a spa. Located in the center of Munich, this hotel is a 6-minute walk from Munich Central Station station, 1.5 km from the Marienplatz city center square and 2.6 km from the Deutsches Museum.",None
Maritim Hotel München,unknown,"Classic rooms & modern suites with free Wi-Fi, plus 2 restaurants, a piano bar & a rooftop pool. Modern option with a rooftop pool The relaxed rooms and suites have free Wi-Fi, TVs, desks and minibars. Upgraded rooms add modern decor and flat-screen TVs, while suites add separate living areas. Room service is available.","This modern hotel features classic rooms & modern suites with free Wi-Fi, plus 2 restaurants, a piano bar & a rooftop pool.",feels_contemporary | feels_traditional | has_swimming_pool_rooftop | is_room_type | has_wi_fi_free | has_restaurant | has_bar_onsite | feels_modern
Maritim Hotel München,unknown,"Classic rooms & modern suites with free Wi-Fi, plus 2 restaurants, a piano bar & a rooftop pool",The Maritim features classic rooms as well as modern suites. Free Wi-Fi is included with each guest's stay. There are also 2 on-site restaurants and a piano bar. A rooftop pool is available to guests. ,feels_contemporary | feels_traditional | has_swimming_pool_rooftop | is_room_type | has_wi_fi_free | has_restaurant | has_bar_onsite | feels_modern
Marriott,unknown,"There’s a bright Mexican restaurant, a chic steakhouse and a stylish bar. Other amenities include an indoor pool, a whirlpool tub, a spa and a gym.","This hotel features a Mexican restaurant, a chic steakhouse, and a stylish bar.  Also amenities such as an indoor pool, a Whirlpool tub, and a spa are included.  This hotel also has a gym.",is_colorful | has_restaurant | feels_chic | has_bar_onsite
Marriott,unknown,"There’s a bright Mexican restaurant, a chic steakhouse and a stylish bar.","The Marriott features three different dining options for when you want to get a bite to eat or a drink. There's a Mexican restaurant featuring ethnic cuisine, a stylish bar for when you want to relax or have some fun, and even a steakhouse.",is_colorful | has_restaurant | feels_chic | has_bar_onsite
Marriott,unknown,"The polished rooms and suites have flat-screens, paid Wi-Fi, minibars, and tea and coffeemakers, and suites add living rooms","The upscale rooms and suites are polished with the suites even adding additional living room space.  Expect to enjoy features like flat screen TV's, minibars, tea and coffee makers.  There is also an ability to have access to paid WiFi.",None
Marriott Hotel München,unknown,"The muted rooms with pillowtop mattresses and soundproof windows have flat-screen TVs, tea and coffee making equipment, and work desks, plus room service, minibars and minifridges.","This hotel offers muted rooms with pillowtop mattresses and soundproof windows.  Rooms have flat-screen tvs, tea and coffee-making equipment, minibars, and minifridges.  Rooms also include work desks and room service.",None
Marriott Hotel München,unknown,"The muted rooms with pillowtop mattresses and soundproof windows have flat-screen TVs, tea and coffee making equipment, and work desks, plus room service, minibars and minifridges. Upgraded options add free Wi-Fi and separate living areas with sofas, plus dining tables and designer bathroom amenities. ","Muted rooms have pillowtop mattresses, soundproof windows, flat-screen TVs, tea and coffee making equipment, work desks, minibars and minifridges. Upgraded rooms have free wifi and separate living rooms.",None
Marriott Hotel München,unknown,"The muted rooms with pillowtop mattresses and soundproof windows have flat-screen TVs, tea and coffee making equipment, and work desks, plus room service, minibars and minifridges.","The hotel's rooms are muted, with soundproof windows. They also have pillowtop mattresses, flat-screen TVs, tea and coffee making equipment, work desks, minibars and minifridges. There is also room service.",None
Marriott on the Falls,unknown,"The modern rooms have flat-screen TVs, coffeemakers and expansive windows with city/falls views.","Our modern rooms are fully equipped with flat-screen televisons, coffeemakers, and breathtaking views of the Falls or downtown Niagara Falls. ",feels_contemporary | has_coffee_in_rooms | feels_modern
Marriott on the Falls,unknown,"The property offers free WiFi in the lobby, plus 2 restaurants, a bar and a Starbucks coffee shop.",The Marriott on the Falls has free Wifi in the lobby. For dining options there are two really good restaurants and a bar. There is also a Starbucks in the hotel. ,has_wi_fi_free | has_restaurant | has_bar_onsite
Marriott on the Falls,unknown,"Set in the Fallsview Boulevard district, this stylish hotel is 1 km from Niagara Fallsview Casino Resort and 4.4 km from Niagara Falls",This stylish hotel is located in the Fallsview Boulevard District and is only 1 Kilometer from the Niagara Fallsview Casino Resort and 4.4 Kilometers from Niagara Falls.  ,has_casino | feels_chic | is_hotel_type
"Marriott Vacation Club Pulse at Custom House, Boston","3 McKinley Square, Boston, MA 02109, USA","Housed in a skyscraper overlooking Boston Harbor, this sophisticated all-suite hotel is a 4-minute walk from Faneuil Hall and a 5-minute walk from the New England Aquarium and State Street subway station.","The sophisticated Boston hotel is housed in a skyscraper.The hotel is overlooking Boston Harbor, and is a short walk from several nearby attractions and a subway stop. This hotel is a 4 or 5 minute walk from attractions such as Faneuil Hall and the New England Aquarium.",None
"Marriott Vacation Club Pulse at Custom House, Boston","3 McKinley Square, Boston, MA 02109, USA","Sophisticated all-suite lodging with free WiFi, plus an open-air observation deck with city views.",The vacation club features suites that provide a view of the city.,None
"Marriott Vacation Club Pulse at Custom House, Boston","3 McKinley Square, Boston, MA 02109, USA","Free WiFi, desks and flat-screen TVs with premium channels are offered in each of the airy 1-bedroom suites, along with kitchenettes.",The one bedroom suites feature free WiFi and flat screen televisions with premium channels.  It is roomy and also has a kitchenette.,None
Marriott's Grand Chateau,"75 E Harmon Ave, Las Vegas, NV 89109, USA","Just off the Las Vegas Strip, this modern high-rise hotel is a 12-minute walk from the Bellagio casino resort. The contemporary rooms feature kitchenettes, dining tables and pull-out sofas, plus free Wi-Fi and flat-screen TVs.","This modern hotel is just a short walk from the Bellagio.  The contemporary rooms offer wi-fi, flat screen TVs, kitchenettes, dining tables and pull-out sofas.",feels_contemporary | is_hotel_type | has_casino | feels_modern
Marriott's Grand Chateau,"75 E Harmon Ave, Las Vegas, NV 89109, USA","Contemporary quarters in a high-rise hotel with a chic rooftop pool & bar, plus free Wi-Fi.",Marriott's Grand Chateau is a great pick! They have a rooftop pool and a bar. You can also use their free WiFi there.,feels_chic | has_swimming_pool_rooftop
