Input.hotel_name,Input.hotel_address,Input.p-slot0,Input.p-slot1,Input.p-slot2,Input.p-slot3,Input.p-slot4,Input.p-slot5,Answer.response
Grand Beach Hotel,"4835 Collins Avenue, Miami Beach, FL 33140, USA",feels_lively,feels_chic,has_convention_center,has_ocean_view,has_wi_fi_free,requires_adults_only,The adult only Grand Beach Hotel has ocean views along with a very lively and chic atmosphere. Among the amenities provided are free wifi and a convention center
Grand Beach Hotel,"4835 Collins Avenue, Miami Beach, FL 33140, USA",feels_lively,feels_chic,has_convention_center,has_ocean_view,has_wi_fi_free,requires_adults_only,"You should try the Grand Beach Hotel in Miami Beach.  It's an oceanfront, adult only hotel with a convention center and free WiFi which makes it great for a business trip!"
"Grand Bohemian Hotel Orlando, Autograph Collection","325 South Orange Avenue, Orlando, FL 32801, USA",has_business_center,feels_chic,feels_contemporary,feels_modern,has_free_breakfast,has_fitness_center,A really great option is the Grand Bohemian Hotel Orlando if you are in the mood for something chic and modern. They offer free breakfast daily and they have an awesome gym and a business center. I also really love their contemporary and sleek furnishings!
"Grand Bohemian Hotel Orlando, Autograph Collection","325 South Orange Avenue, Orlando, FL 32801, USA",has_business_center,feels_chic,feels_contemporary,feels_modern,has_free_breakfast,has_fitness_center,"A good option is the Grand Bohemian Hotel Orlando, Autograph Collection. This hotel has a very chic and modern atmosphere. Amenities include a free breakfast and a fitness center for guest use."
"Grand Bohemian Hotel Orlando, Autograph Collection","325 South Orange Avenue, Orlando, FL 32801, USA",has_business_center,feels_chic,feels_contemporary,feels_modern,has_free_breakfast,has_fitness_center,"A great hotel option in Orlando is the Grand Bohemian Hotel Orland, Autograph Collection.  This hotel offers a very chic, modern environment. The hotel is very contemporary and makes a great place for any business trip.  The hotel's accommodations of a business center, fitness center, and free breakfast make it a great choice for your next meeting or conference."
Grand Hyatt,"2337 South International Parkway, Dallas, TX 75261, USA",feels_contemporary,has_bar_onsite,feels_upscale,feels_modern,has_fitness_center,has_spa,A good choice is the Grand Hyatt. This contemporary and modern facility offers an upscale bar onsite. Also available to guests is a fitness center and relaxing spa.
Grand Hyatt,"2337 South International Parkway, Dallas, TX 75261, USA",feels_contemporary,has_bar_onsite,feels_upscale,feels_modern,has_fitness_center,has_spa,"The Grand Hyatt at 2337 South International Parkway would be a nice choice!! It's very upscale and modern with spacious and contemporary rooms, an on site fitness center, and a luxury spa!"
Grand Hyatt,"2337 South International Parkway, Dallas, TX 75261, USA",feels_contemporary,has_bar_onsite,feels_upscale,feels_modern,has_fitness_center,has_spa,"The Grand Hyatt is a nice contemporary upscale hotel with a fitness center, spa, and onslite bar. It is very modern."
Grand Hyatt San Antonio,"600 E Market St, San Antonio, TX 78205, USA",feels_upscale,feels_elegant,feels_hip,feels_modern,has_fitness_center,has_meeting_rooms,"Okay, there's the Grand Hyatt San Antonio hotel which is located at 600 E Market Street. It's an upscale and elegant hotel that  feels hip and modern. It also includes a fitness center and meeting rooms."
Grand Hyatt San Antonio,"600 E Market St, San Antonio, TX 78205, USA",feels_upscale,feels_elegant,feels_hip,feels_modern,has_fitness_center,has_meeting_rooms,"The Grand Hyatt San Antonio is a great hotel that feels upscale, hip and modern. A fitness center and meeting rooms are available."
Grand Hyatt San Antonio,"600 E Market St, San Antonio, TX 78205, USA",feels_upscale,feels_elegant,feels_hip,feels_modern,has_fitness_center,has_meeting_rooms,"A good choice is the Grand Hyatt San Antonio. In keeping with its modern and hip feel, there is a fitness center available for guests. Meeting rooms are also available for those who need them."
Grand Hyatt Seattle,"721 Pine Street, Seattle, WA 98101, USA",feels_contemporary,feels_elegant,has_bar_onsite,feels_upscale,feels_modern,has_ballroom,"The Grand Hyatt Seattle is an upscale elegant modern yet contemporary accommodation in downtown Seattle. Some great nearby attractions include the woodland park zoo, space needle, and the museum of pop culture."
Grand Hyatt Seattle,"721 Pine Street, Seattle, WA 98101, USA",feels_contemporary,feels_elegant,has_bar_onsite,feels_upscale,feels_modern,has_ballroom,A good choice is the Grand Hyatt Seattle. This elegant and modern facility has a wonderful ballroom to enjoy. There is an onsite bar available to guests as well.
Grand Hyatt Seattle,"721 Pine Street, Seattle, WA 98101, USA",feels_contemporary,feels_elegant,has_bar_onsite,feels_upscale,feels_modern,has_ballroom,"The Grand Hyatt Seattle sound like exactly what you want. It's a gorgeous building with a modern, contemporary feel to it. It even has an elegant ballroom and an upscale bar. Perfect for your trip!"
Grand Hyatt Tampa Bay,"2900 Bayport Drive, Tampa, FL 33607, USA",has_business_center,has_airport_shuttle,feels_elegant,has_bicycles_for_rent,feels_traditional,has_fitness_center,"There is an elegant hotel with traditional feel in Tampa that should nicely meet your needs. It is the Grand Hyatt Tampa Bay.  They have conveniences such as a shuttle to and from the airport and a business center.  If you're looking for activities, they have bicycles for rent and a fitness center for workouts."
Grand Hyatt Tampa Bay,"2900 Bayport Drive, Tampa, FL 33607, USA",has_business_center,has_airport_shuttle,feels_elegant,has_bicycles_for_rent,feels_traditional,has_fitness_center,"How about the Grand Hyatt Tampa Bay? This one offers you a business center and airport shuttle, as well as bicycles for rent to get around easily. It's considered traditional."
Grand Hyatt Tampa Bay,"2900 Bayport Drive, Tampa, FL 33607, USA",has_business_center,has_airport_shuttle,feels_elegant,has_bicycles_for_rent,feels_traditional,has_fitness_center,"A nice choice is Grand Hyatt Tampa Bay. It feels elegant and traditional, has a fitness center and bicycles for rent, and also has a business center as well as an airport shuttle."
Grand Hyatt Washington,"1000 H St NW, Washington, DC 20001, USA",feels_modern,feels_elegant,feels_contemporary,feels_hip,has_bar_onsite,has_free_breakfast,The modern Grand Hyatt Washington located at 1000 H St NW is the perfect choice for you. It offers elegant and contemporary rooms at a reasonable rate. It also has a hip and luxurious onsite bar and restaurant and offers guests free breakfast daily.
Grand Hyatt Washington,"1000 H St NW, Washington, DC 20001, USA",feels_modern,feels_elegant,feels_contemporary,feels_hip,has_bar_onsite,has_free_breakfast,A good choice is the Grand Hyatt in Washington. It has a modern bar onsite and a hip and contemporary free breakfast for the next morning.
Grand Hyatt Washington,"1000 H St NW, Washington, DC 20001, USA",feels_modern,feels_elegant,feels_contemporary,feels_hip,has_bar_onsite,has_free_breakfast,"If you're looking for something affordable and modern, you might want to go with the Grand Hyatt Washington. It has a free breakfast and an onsite bar. And it feels very hip, overall."
Grand Wailea,"3850 Wailea Alanui Drive, Kihei, Hawaii 96753, United States",has_breakfast_continental,feels_upscale,feels_tropical,has_childrens_club,has_spa,has_onsite_club_room,"A great choice, would be the Grand Wailea in Hawaii. It has an onsite club room, a children's club, a spa, and continental breakfast. It'd be your best choice if you're looking for an upscale and tropical experience."
Grand Wailea,"3850 Wailea Alanui Drive, Kihei, Hawaii 96753, United States",has_breakfast_continental,feels_upscale,feels_tropical,has_childrens_club,has_spa,has_onsite_club_room,"A great choice is the Grand Wailea. This upscale tropical hotel is located in scenic Hawaii. Enjoy a continental breakfast, spa, and club room during your stay. For the young ones there is the children's club."
Grand Wailea,"3850 Wailea Alanui Drive, Kihei, Hawaii 96753, United States",has_breakfast_continental,feels_upscale,feels_tropical,has_childrens_club,has_spa,has_onsite_club_room,"The Grand Wailea on Wailea Alanui Drive is a good hotel.  It has a children's club for the kids, and club room for the adults. You can treat yourself to a spa and enjoy a continental breakfast."
Great Wolf Lodge,"2501 Great Wolf Drive, Mason, OH 45040, USA",feels_traditional,has_bar_onsite,has_bowling,feels_upscale,has_restaurant,has_fitness_center,"Please allow me to recommend the Great Wolf Lodge. It's a rather upscale yet traditional hotel with an onsite bar, bowling, fitness center, and has it's own restaurant. It is located at 2501 Great Wolf Drive, Mason, OH 45040, and I really think you'll love it."
Great Wolf Lodge,"2501 Great Wolf Drive, Mason, OH 45040, USA",feels_traditional,has_bar_onsite,has_bowling,feels_upscale,has_restaurant,has_fitness_center,"The Great Wolf Lodge is a traditional hotel with upscale features. It has an onsite bar and restaurant. For leisure activities, you can go bowling or exercise in the fitness center."
Great Wolf Lodge,"2501 Great Wolf Drive, Mason, OH 45040, USA",feels_traditional,has_bar_onsite,has_bowling,feels_upscale,has_restaurant,has_fitness_center,A wonderful choice would be Great Wolf Lodge. This traditional location has a restaurant and onsite bar. Also available are a fitness center and a bowling alley for some additional fun.
Halekulani Hotel,"2199 Kalia Road, Honolulu, HI 96815, USA",feels_luxury,has_bar_onsite,has_spa,has_fitness_room,has_restaurant,has_ocean_view,"A great choice would be Halekulani Hotel in Honolulu. It's luxurious, with an ocean view, a bar onsite, a spa, a fitness room, and a five star restaurant."
Halekulani Hotel,"2199 Kalia Road, Honolulu, HI 96815, USA",feels_luxury,has_bar_onsite,has_spa,has_fitness_room,has_restaurant,has_ocean_view,"A good choice might be the Halekulani Hotel.  With a luxurious ocean view, the hotel offers numerous amenities such as a spa, and fitness room.  Guests may also enjoy the hotel bar and restaurant."
Halekulani Hotel,"2199 Kalia Road, Honolulu, HI 96815, USA",feels_luxury,has_bar_onsite,has_spa,has_fitness_room,has_restaurant,has_ocean_view,"The Halekulani Hotel looks like it'd be the hotel for you. It's very luxurious with great views of the ocean. You can sweat it out at the fitness center, relax at the spa, grab a drink at the bar, or enjoy great food at the onsite restaurant."
Hampton Inn Majestic Chicago Theatre District,"22 West Monroe Street, Chicago, IL 60603, USA",feels_upscale,feels_chic,has_business_center,has_fitness_center,has_free_breakfast,has_wi_fi_free,The Hampton Inn Majestic Chicago Theatre District is a very chic and upscale hotel. Free wifi and breakfast are included and the hotel features a fitness center as well as a business center.
Hampton Inn Majestic Chicago Theatre District,"22 West Monroe Street, Chicago, IL 60603, USA",feels_upscale,feels_chic,has_business_center,has_fitness_center,has_free_breakfast,has_wi_fi_free,"You might want to give the Hampton Inn Majestic Chicago Theatre District a try.  It's got a business center, a fitness center, and feels very chic, overall. Wifi and breakfast are both free."
Hampton Inn Majestic Chicago Theatre District,"22 West Monroe Street, Chicago, IL 60603, USA",feels_upscale,feels_chic,has_business_center,has_fitness_center,has_free_breakfast,has_wi_fi_free,"An upscale hotel option is the Hampton Inn Magestic. It features free wifi, free breakfast, and has accessible business and fitness centers in a chic environment."
Hampton Inn Manhattan-SoHo,"54 Watts Street, New York, NY 10013, USA",has_bar_onsite,feels_chic,has_business_center,feels_contemporary,feels_upscale,feels_modern,The Hampton Inn Manhattan-SoHo is a chic and modern hotel with an upscale feeling. It has a bar and business center on site.
Hampton Inn Manhattan-SoHo,"54 Watts Street, New York, NY 10013, USA",has_bar_onsite,feels_chic,has_business_center,feels_contemporary,feels_upscale,feels_modern,A possible option is the Hampton Inn Manhattan-SoHo. This upscale and modern hotel offers a business center and onsite bar to guests.
Hampton Inn Manhattan-SoHo,"54 Watts Street, New York, NY 10013, USA",has_bar_onsite,feels_chic,has_business_center,feels_contemporary,feels_upscale,feels_modern,"A great option would be the chic and upscale Hampton Inn Manhattan-SoHo. I love the modern furnishings and decor, plus they offer a ton of amenities. Make sure to check out their on site bar and their awesome state of the art business center."
Hampton Inn Manhattan/Times Square Central,"220 West 41st Street, New York, NY 10036, USA",feels_contemporary,feels_modern,has_business_center,feels_casual,has_onsite_laundry,has_wi_fi_free,"One great choice is the hampton Inn Manhattan/Times Square Central. It is comtemporary and modern yet feels casual. They have a business center, free wi-fi and onsite laundry."
Hampton Inn Manhattan/Times Square Central,"220 West 41st Street, New York, NY 10036, USA",feels_contemporary,feels_modern,has_business_center,feels_casual,has_onsite_laundry,has_wi_fi_free,Hampton Inn Manhattan/Times Square Central is a fantastic casual hotel with a modern contemporary feel. It is located right next to Times Square and even includes free wifi and onsite laundry.
Hampton Inn Manhattan/Times Square Central,"220 West 41st Street, New York, NY 10036, USA",feels_contemporary,feels_modern,has_business_center,feels_casual,has_onsite_laundry,has_wi_fi_free,"With a contemporary modern feel Hampton Inn Manhattan/Times Square Central is a very nice place to stay. It has a casual atmosphere and some of the amenities include free wifi, onsite laundry and a business center."
Hampton Inn Washington-Downtown-Convention Center,"901 6th St NW, Washington, DC 20001, USA",feels_elegant,feels_contemporary,has_business_center,has_bar_onsite,feels_modern,has_meeting_rooms,"For a business trip, it looks like the Hampton Inn Washington-Downtown-Convention Center has everything you could need. There's a contemporary business center with all the modern amenities, and meeting rooms that look pretty elegant. Plus they've got an onsite bar, so you don't need to brave DC traffic to get a drink."
Hampton Inn Washington-Downtown-Convention Center,"901 6th St NW, Washington, DC 20001, USA",feels_elegant,feels_contemporary,has_business_center,has_bar_onsite,feels_modern,has_meeting_rooms,Hampton Inn Washington-Downtown-Convention Center is a nice choice. It's an elegant modern-style hotel with a business center and meeting rooms. It even has an onsite bar.
Hampton Inn Washington-Downtown-Convention Center,"901 6th St NW, Washington, DC 20001, USA",feels_elegant,feels_contemporary,has_business_center,has_bar_onsite,feels_modern,has_meeting_rooms,"A good choice is the Hampton Inn Washington-Downtown-Convention Center. Located in scenic Washington D.C., this hotel offers modern amenities. There is an elegant bar on site as well as a business center with meeting rooms."
Hard Rock Hotel Palm Springs,"150 S Indian Canyon Dr, Palm Springs, CA 92262, USA",feels_luxury,feels_modern,feels_elegant,feels_contemporary,feels_upscale,has_bar_onsite,Hard Rock Hotel Palm Springs is a great choice. This modern and luxurious hotel offers plenty of amenities and perks for its guest. It features elegant and upscale rooms with gorgeous views. It also has a contemporary onsite bar near the outdoor pool.
Hard Rock Hotel Palm Springs,"150 S Indian Canyon Dr, Palm Springs, CA 92262, USA",feels_luxury,feels_modern,feels_elegant,feels_contemporary,feels_upscale,has_bar_onsite,"You might enjoy the Hard Rock Hotel in Palm Springs. It has a luxurious contemporary style, and is very upscale. It even has a bar."
Hard Rock Hotel Palm Springs,"150 S Indian Canyon Dr, Palm Springs, CA 92262, USA",feels_luxury,feels_modern,feels_elegant,feels_contemporary,feels_upscale,has_bar_onsite,Hard Rock Hotel Palm Springs is a luxury upscale hotel in that area. It is modern and elegant. They also have an onsite bar.
Hard Rock Hotel San Diego,"207 5th Ave, San Diego, CA 92101, USA",feels_modern,feels_elegant,has_spa,has_fitness_center,has_resort_fees,has_restaurant,"Hard Rock Hotel San Diego is a modern yet elegant resort in downtown San Diego. There are resort fees however, they have a top notch restaurant and are just a quick walk from PETCO Park. If you are looking for a place with fantastic nightlife and close to some attractions, this is a great option."
Hard Rock Hotel San Diego,"207 5th Ave, San Diego, CA 92101, USA",feels_modern,feels_elegant,has_spa,has_fitness_center,has_resort_fees,has_restaurant,"I think I've found one you may like, The Hard Rock Hotel San Diego located at 207 5th Ave. Its a very modern yet elegant location. There's a spa, fitness center and a restaurant. But, there are some resort fees as well."
Hard Rock Hotel San Diego,"207 5th Ave, San Diego, CA 92101, USA",feels_modern,feels_elegant,has_spa,has_fitness_center,has_resort_fees,has_restaurant,"Hard Rock Hotel San Diego is an elegant, modern hotel with a spa and a fitness center. The only downside is that there are resort fees."
Harrah's Cherokee Casino Resort,"777 Casino Drive, Cherokee, NC 28719, USA",feels_upscale,great_views,has_spa,has_fitness_center,has_swimming_pool_indoor,has_swimming_pool_outdoor,"A good choice is Harrah's Casino Resort in Cherokee. It is an upscale resort with great views, a spa, a fitness center, as well as an indoor and outdoor swimming pool."
Harrah's Cherokee Casino Resort,"777 Casino Drive, Cherokee, NC 28719, USA",feels_upscale,great_views,has_spa,has_fitness_center,has_swimming_pool_indoor,has_swimming_pool_outdoor,"I'd suggest Harrah's Cherokee Casino Resort. It features great views, a spa, fitness center and indoor and outdoor pools. It has a real upscale feel."
Harrah's Cherokee Casino Resort,"777 Casino Drive, Cherokee, NC 28719, USA",feels_upscale,great_views,has_spa,has_fitness_center,has_swimming_pool_indoor,has_swimming_pool_outdoor,"Harrah's Cherokee Casino Resort is an upscale hotel with great views. It has indoor and outdoor pools, a spa, and a fitness center."
Harrah's Las Vegas Hotel & Casino,"3475 South Las Vegas Boulevard, Las Vegas, NV 89109, USA",has_bar_onsite,feels_lively,has_casino,feels_traditional,has_nightclub,has_onsite_salon,"The Harrah's Las Vegas Hotel and Casino has everything you could want. They have a lively nightclub in addition to the onsite bar and casino. It has a very traditional atmosphere, very calming and they have a salon as well, for all your relaxation needs!"
Harrah's Las Vegas Hotel & Casino,"3475 South Las Vegas Boulevard, Las Vegas, NV 89109, USA",has_bar_onsite,feels_lively,has_casino,feels_traditional,has_nightclub,has_onsite_salon,A good choice would be Harrah's Las Vegas Hotel & Casino. It has a traditional feeling to it and boasts a lively casino. There is a nightclub and also a salon for your convenience!
Harrah's Las Vegas Hotel & Casino,"3475 South Las Vegas Boulevard, Las Vegas, NV 89109, USA",has_bar_onsite,feels_lively,has_casino,feels_traditional,has_nightclub,has_onsite_salon,"Harrah's Las Vegas Hotel & Casino is a lively, traditional casino hotel. It's has a nightclub a bar and an onsite salon."
Harrah's New Orleans Hotel,"228 Poydras St, New Orleans, LA 70130, USA",feels_contemporary,has_casino,feels_upscale,feels_modern,has_restaurant,has_live_music,"You might enjoy Harrah's New Orleans Hotel. It has an upscale, modern vibe, boasting a casino and live music."
Harrah's New Orleans Hotel,"228 Poydras St, New Orleans, LA 70130, USA",feels_contemporary,has_casino,feels_upscale,feels_modern,has_restaurant,has_live_music,A very nice choice is Harrah's New Orleans Hotel. This modern and upscale hotel features live music for your entertainment. There is also an onsite casino and restaurant to visit.
Harrah's New Orleans Hotel,"228 Poydras St, New Orleans, LA 70130, USA",feels_contemporary,has_casino,feels_upscale,feels_modern,has_restaurant,has_live_music,"Harrah's New Orleans Hotel is a great choice in the Big Easy. Harrah's provides a modern, upscale feel. Entertainment is just steps away in the Hotel's casino, restaurant and live music venue."
Harrah's Resort Atlantic City,"777 Harrah's Blvd, Atlantic City, NJ 08401, USA",feels_upscale,has_boardwalk,feels_casual,has_casino,feels_modern,has_spa,Harrah's Resort Atlantic City is a great boardwalk hotel and casino. It is upscale and modern while maintaining a casual feeling. You can relax at the hotel's spa.
Harrah's Resort Atlantic City,"777 Harrah's Blvd, Atlantic City, NJ 08401, USA",feels_upscale,has_boardwalk,feels_casual,has_casino,feels_modern,has_spa,"Harrah's Resort Atlantic City is first and foremost a casino but the hotel is definitely upscale and they even have a spa. It's right on the boardwalk, which you can't beat but I just want to emphasize that it's a fun hotel to stay in too. The rooms are decorated in this casual, modern fun way and it's just a really pleasant place to stay in as well as gamble."
Harrah's Resort Atlantic City,"777 Harrah's Blvd, Atlantic City, NJ 08401, USA",feels_upscale,has_boardwalk,feels_casual,has_casino,feels_modern,has_spa,"Harrah's Resort could be a good choice. It's upscale, yet casual. It has a modern casino and a boardwalk, as well as a spa to relax in."
Hawaii Prince Hotel Waikiki,"100 Holomoana Street, Honolulu, HI 96815, USA",feels_casual,has_ballroom,has_spa,has_meeting_rooms,has_onsite_cafe,has_golf_course,"I think you'd like the Hawaii Prince Hotel Waikiki. This hotel offers meeting rooms, a ballroom, a spa, and a golf course. With all of these options, the feel is pretty casual."
Hawaii Prince Hotel Waikiki,"100 Holomoana Street, Honolulu, HI 96815, USA",feels_casual,has_ballroom,has_spa,has_meeting_rooms,has_onsite_cafe,has_golf_course,"I found a great hotel with a casual feel called Hawaii Prince Hotel Waikiki. Located in the capital city of Honolulu, this hotel has an on-site cafe and golf course. There are meeting rooms available for conferences, and you can take a break the spa. Events can be held at the ballroom."
Hawaii Prince Hotel Waikiki,"100 Holomoana Street, Honolulu, HI 96815, USA",feels_casual,has_ballroom,has_spa,has_meeting_rooms,has_onsite_cafe,has_golf_course,"A nice choice would be the Hawaii Prince Hotel Waikiki. There is a ballroom, spa, golf course and cafe for your enjoyment. If you need them there are meeting rooms available."
Hilton Americas-Houston,"1600 Lamar St, Houston, TX 77010, USA",feels_casual,great_views,feels_chic,has_business_center,has_bar_onsite,has_convention_center,Hilton Americas located in Houston is a fantastic hotel.  It has a great view from the hotel rooms and is conveniently next to the convention center and business center.
Hilton Americas-Houston,"1600 Lamar St, Houston, TX 77010, USA",feels_casual,great_views,feels_chic,has_business_center,has_bar_onsite,has_convention_center,"Hilton Americas-Houston has some amazing views and an onsite bar.  It's chic, casual, and it sounds like its right up your alley."
Hilton Americas-Houston,"1600 Lamar St, Houston, TX 77010, USA",feels_casual,great_views,feels_chic,has_business_center,has_bar_onsite,has_convention_center,The Hilton Americas offers guests a casual feeling vibe without compromising chicness and incredible views. We have a bar on site and are in the convention center and provide you with a state of the art business center for all your corporate needs.
Hilton Anaheim,"777 West Convention Way, Anaheim, CA 92802, USA",has_bar_onsite,feels_modern,has_bar_poolside,feels_contemporary,has_business_center,has_fitness_center,An interesting choice is the Hilton Anaheim. This modern facility has a fitness center and business center available for use. There is a poolside bar for those relaxing nights.
Hilton Anaheim,"777 West Convention Way, Anaheim, CA 92802, USA",has_bar_onsite,feels_modern,has_bar_poolside,feels_contemporary,has_business_center,has_fitness_center,"A wonderful choice for you would be the Hilton Anaheim. There's a poolside bar, so you can relax with a drink outdoors in the lovely California sun. It's also great for business travelers, as the hotel has a business center and an overall modern, contemporary feel to it. There's also a fitness center onsite, so you won't be missing your gym days!"
Hilton Anaheim,"777 West Convention Way, Anaheim, CA 92802, USA",has_bar_onsite,feels_modern,has_bar_poolside,feels_contemporary,has_business_center,has_fitness_center,"Hilton Anaheim is a modern yet contemporary accommodation located just a mile from Disneyland. After a fun filled day at Disneyland, the beach or just some shopping, you can relax at the poolside bar. Rooms are reasonably priced at around $130 a night."
Hilton Atlanta,"255 Courtland Street Northeast, Atlanta, GA 30303, USA",has_business_center,feels_upscale,feels_contemporary,has_bar_onsite,feels_modern,has_meeting_rooms,"One great option for you would be the Hilton Atlanta. It has a luxurious atmosphere in all areas, including the business center and bookable engagement rooms, as well as the wonderful bar."
Hilton Atlanta,"255 Courtland Street Northeast, Atlanta, GA 30303, USA",has_business_center,feels_upscale,feels_contemporary,has_bar_onsite,feels_modern,has_meeting_rooms,"A good choice is the Hilton Atlanta. It has a business center, meeting rooms, and a bar onsite for when you're done working. It's upscale, contemporary, and has recently been updated to be more modern."
Hilton Atlanta,"255 Courtland Street Northeast, Atlanta, GA 30303, USA",has_business_center,feels_upscale,feels_contemporary,has_bar_onsite,feels_modern,has_meeting_rooms,"Hilton Atlanta is always a good option. It's a very upscale and contemporary hotel. All the rooms are very modern and spacious, plus it has an onsite business center and meeting rooms. And it even has a cool rooftop bar!"
Hilton Atlanta Airport,"1031 Virginia Avenue, Atlanta, GA 30354, USA",has_business_center,has_bar_onsite,feels_modern,has_airport_shuttle,has_fitness_center,has_free_breakfast,"My best recommendation would be the modern Hilton Atlanta Airport. You'll be able to enjoy a free breakfast as well as enjoy the onsite bar. It also has a business center and fitness center, and most conveniently, a shuttle for the airport."
Hilton Atlanta Airport,"1031 Virginia Avenue, Atlanta, GA 30354, USA",has_business_center,has_bar_onsite,feels_modern,has_airport_shuttle,has_fitness_center,has_free_breakfast,"A good choice would be Hilton Atlanta Airport in Georgia. It feels modern and has many commodities -- a business center, an airport shuttle, a fitness center, an onsite bar and free breakfast."
Hilton Atlanta Airport,"1031 Virginia Avenue, Atlanta, GA 30354, USA",has_business_center,has_bar_onsite,feels_modern,has_airport_shuttle,has_fitness_center,has_free_breakfast,"The Hilton Atlanta Airport is an excellent choice for your trip. This modern hotel has a convenient airport shuttle, an onsite business center and an impressive fitness center. They offer free breakfast to all guests and have a highly rated on site bar and restaurant as well."
Hilton Austin,"500 East 4th Street, Austin, TX 78701, USA",has_business_center,has_bar_onsite,feels_modern,has_meeting_rooms,has_wi_fi_free,has_swimming_pool_outdoor,The Hilton Austin is a refreshingly modern property that boasts an on site bar and outdoor swimming pool. They also offer travelers free wifi and state of the art meeting rooms and a fully equipped business center.
Hilton Austin,"500 East 4th Street, Austin, TX 78701, USA",has_business_center,has_bar_onsite,feels_modern,has_meeting_rooms,has_wi_fi_free,has_swimming_pool_outdoor,A choice to consider is the Hilton Austin. This is perfect if you need to work while away. There is free wi-fi along with modern meeting rooms and a business center. You can also enjoy the outdoor pool and onsite bar.
Hilton Austin,"500 East 4th Street, Austin, TX 78701, USA",has_business_center,has_bar_onsite,feels_modern,has_meeting_rooms,has_wi_fi_free,has_swimming_pool_outdoor,The Hilton Austin at 500 East 4th Street would be an excellent fit. This modern and upscale hotels offers amenities such as an onsite business center and meeting rooms. It also features a bar and an outdoor swimming pool. All rooms and areas feature free wi-fi.
Hilton Boston Back Bay,"40 Dalton St, Boston, MA 02115, USA",feels_casual,feels_elegant,has_business_center,has_restaurant,has_onsite_cafe,has_swimming_pool_indoor,One option for the area is Hilton Boston Back Bay. It is elegant yet feels casual. They have a restaurant and onsite cafe. They also have a business center and indoor swimming pool.
Hilton Boston Back Bay,"40 Dalton St, Boston, MA 02115, USA",feels_casual,feels_elegant,has_business_center,has_restaurant,has_onsite_cafe,has_swimming_pool_indoor,"A good choice is the Hilton Boston Back Bay. The amenities include a business center, a casual yet elegant onsite cafe, and an indoor swimming pool."
Hilton Boston Back Bay,"40 Dalton St, Boston, MA 02115, USA",feels_casual,feels_elegant,has_business_center,has_restaurant,has_onsite_cafe,has_swimming_pool_indoor,Hilton Boston Back Bay Iis an elegant but casual hotel with a restaurant and a cafe.  It has an indoor pool and a business center.
Hilton Boston Downtown/Faneuil Hall,"89 Broad St, Boston, MA 02110, USA",has_business_center,has_bar_onsite,feels_contemporary,feels_upscale,feels_chic,feels_modern,A good choice is the Hilton in downtown Boston. It has a contemporary and upscale business center as well as a modern and chic bar onsite.
Hilton Boston Downtown/Faneuil Hall,"89 Broad St, Boston, MA 02110, USA",has_business_center,has_bar_onsite,feels_contemporary,feels_upscale,feels_chic,feels_modern,The Hilton Boston Downtown/Faneuil Hall is a nice hotel with a business center and a bar. It's very upscale and modern. It would be a good choice.
Hilton Boston Downtown/Faneuil Hall,"89 Broad St, Boston, MA 02110, USA",has_business_center,has_bar_onsite,feels_contemporary,feels_upscale,feels_chic,feels_modern,"Hilton Boston Downtown is a nice choice if you are looking for something contemporary and upscale. They have a business center and bar onsite, plus their rooms are always very chic and decorated in a lovely modern style."
Hilton Boston Logan Airport,"1 Hotel Drive, Boston, MA 02128, USA",has_breakfast_buffet,has_business_center,feels_cozy,has_airport_shuttle,feels_modern,feels_contemporary,Hilton Boston Logan Airport is a modern yet cozy accommodation located on airport property and they provide a free airport shuttle. Take part in a breakfast buffet before you begin your day exploring Boston including the Boston Convention & Exhibition Center and Seaport World Trade Center which are just walking distance away.
Hilton Boston Logan Airport,"1 Hotel Drive, Boston, MA 02128, USA",has_breakfast_buffet,has_business_center,feels_cozy,has_airport_shuttle,feels_modern,feels_contemporary,It sounds like you are needing a hotel near the airport that has a business center and provides an airport shuttle for your trip. The Hilton Boston Logan Airport might be the best option. Even though it is modern with a contemporary feel it still is cozy. They also provide a breakfast buffet to get your day started and on the way.
Hilton Boston Logan Airport,"1 Hotel Drive, Boston, MA 02128, USA",has_breakfast_buffet,has_business_center,feels_cozy,has_airport_shuttle,feels_modern,feels_contemporary,"SOmething that is close to your airport is the Hilton Boston hotel. It has a great breakfast buffett with eggs, toast, and oatmeal and is very much a cozy homecooked meal. It's a very modern hotel with nice tv's in each room. If you are there for business, it is very contemporary. When getting ready to leave for the airport, consider the free shuttle that the hotel provides."
Hilton Chicago,"720 South Michigan Avenue, Chicago, IL 60605, USA",feels_elegant,has_business_center,has_bar_onsite,feels_upscale,feels_chic,has_meeting_rooms,"A good choice is the Hilton Chicago. There is an onsite bar in this upscale facility. For work purposes, there is a business center and meeting rooms available.  Enjoy the elegant feel here."
Hilton Chicago,"720 South Michigan Avenue, Chicago, IL 60605, USA",feels_elegant,has_business_center,has_bar_onsite,feels_upscale,feels_chic,has_meeting_rooms,"A good choice would be the Hilton Chicago on Michigan Avenue. It has a business center and meeting rooms but also has a bar onsite that feels elegant, upscale, and chic."
