Phrase,Intent
Can you suggest other restaurants in SF?,REQUEST_ALTS
Can you suggest another restaurant?,REQUEST_ALTS
What is the address?,REQUEST
"Ok, make a reservation at 12 o""clock in the afternoon.",INFORM
"Ok, make a reservation at 12 o""clock in the afternoon.",SELECT
"Yes, how expensive are they?",AFFIRM
"Yes, how expensive are they?",REQUEST
"Thank you, that's everything.",THANK_YOU
"Thank you, that's everything.",GOODBYE
Can you find me place to eat?,INFORM
Food kind of California will be perfect in SF.,INFORM
Can you look for any other restaurant?,REQUEST_ALTS
Can you find me the address?,REQUEST
Can you find me any other restaurant?,REQUEST_ALTS
Do they play live music and is the price range low-cost?,REQUEST
Okay. That sound good to me.,SELECT
Can you help me in making a reservation at the restaurant?,INFORM
The timing will be half past 7 in the evening.,INFORM
"Yes, that sounds great to me.",AFFIRM
That will be all. Thank you.,THANK_YOU
That will be all. Thank you.,GOODBYE
I am searching for a eating place with a intermediate priced,INFORM
Some Izakaya kind of food good in Foster City,INFORM
Can you tell me other restaurant names?,REQUEST_ALTS
Are there any live music?,REQUEST
Ok. that is perfect for me and want to reserve that restaurant on March 4th.,INFORM
Ok. that is perfect for me and want to reserve that restaurant on March 4th.,SELECT
Do the reservation at evening 6:30,INFORM
This is perfect. what is the address and contact number?,AFFIRM
This is perfect. what is the address and contact number?,REQUEST
Thanks a lot. That is all i want.,THANK_YOU
Thanks a lot. That is all i want.,GOODBYE
i am meeting my friend after a long time and i wish to eat along with him. Will you find a place to eat and i don't have a price preference.,INFORM
I like Pizza and Pasta kind of food and the place should be in San Francisco.,INFORM
I need their contact number? Please provide me,REQUEST
"Ok, that great and sound good to me.",SELECT
Yes i wank to make a reservation at 6 in the evening.,INFORM
Yes i wank to make a reservation at 6 in the evening.,AFFIRM
"Ok, very perfect. Book it. Do they have live music?",AFFIRM
"Ok, very perfect. Book it. Do they have live music?",REQUEST
Tell me their address?,REQUEST
Thanks a lot and thanks for your help,THANK_YOU
"No, thank a lot",THANK_YOU
"No, thank a lot",NEGATE
Can you help me locate a place to eat?,INFORM
Some Punjabi food would be great. Please look in Pleasanton.,INFORM
That is fine. Please make a reservation.,INFORM
That is fine. Please make a reservation.,SELECT
Please make if at 12:15.,INFORM
"Yes, that is correct. What is their address and phone number?",AFFIRM
"Yes, that is correct. What is their address and phone number?",REQUEST
I'd like pizza and somewhere in Sunnyvale.,INFORM
What's their number?,REQUEST
Do they serve alcohol? What's their address?,REQUEST
That works. I want to reserve a table.,INFORM
That works. I want to reserve a table.,SELECT
Make it in the evening 7:15.,INFORM
"No, make it in the afternoon 12:30.",INFORM
"No, make it in the afternoon 12:30.",NEGATE
"No, I want it to be for next tuesday, and only for one person.",INFORM
"No, I want it to be for next tuesday, and only for one person.",NEGATE
"Thanks, that's everything.",THANK_YOU
"Thanks, that's everything.",GOODBYE
"I'm getting a craving for Diner food, can you help me look for a place?",INFORM
"Okay, that sounds good.",SELECT
"Yeah, please make a reservation.",AFFIRM
I want it for the evening 4:45.,INFORM
"No, it's just for one person. And on second though, can you make it at 6 pm.",INFORM
"No, it's just for one person. And on second though, can you make it at 6 pm.",NEGATE
"Yeah, that's correct. Can you tell me their address?",AFFIRM
"Yeah, that's correct. Can you tell me their address?",REQUEST
Thanks so much.,THANK_YOU
"No, thanks again.",THANK_YOU
"No, thanks again.",NEGATE
I'd like to find somewhere to eat. Someplace intermediate priced.,INFORM
Something Southern in the San Jose area would be great.,INFORM
Do you have any other suggestions? Maybe someplace with live music that also serves alcohol.,INFORM
Do you have any other suggestions? Maybe someplace with live music that also serves alcohol.,REQUEST_ALTS
And their address?,REQUEST
Do you have anymore restaurant suggestions?,REQUEST_ALTS
Sounds great.,SELECT
Yes. Make it for a quarter to 12 in the morning.,INFORM
Yes. Make it for a quarter to 12 in the morning.,AFFIRM
"Yes, that's perfect. What's their address and phone number again?",AFFIRM
"Yes, that's perfect. What's their address and phone number again?",REQUEST
Thank you so much for all of your help.,THANK_YOU
Thank you so much for all of your help.,GOODBYE
Please search for an economical priced place to eat that serves alcohol.,INFORM
I prefer it in Oakland. I am craving Pizza.,INFORM
Do they happen to have live music? What is their phone number?,REQUEST
Are there other restaurant options?,REQUEST_ALTS
That will do.,AFFIRM
That will do.,SELECT
I want to make a restaurant reservation.,INFORM
I would like it to be half past 11 in the morning.,INFORM
Its actually a party of 4.,INFORM
Its actually a party of 4.,NEGATE
Can you tell me what their address is?,REQUEST
Thank you. That is all.,THANK_YOU
Thank you. That is all.,GOODBYE
I want a good place to eat that is fancy priced,INFORM
I need it in SFO. French food will be perfect.,INFORM
Yes that works. I want a reservation at a nearby restaurant.,INFORM
Yes that works. I want a reservation at a nearby restaurant.,SELECT
I want it at 13:15,INFORM
Yes that works,AFFIRM
Thanks that is all,THANK_YOU
Thanks that is all,GOODBYE
I would like to look for a place where I could eat.,INFORM
"Please look in Dublin, a burger is perfect to have now.",INFORM
I want a restaurant with music.,REQUEST
"Alright, please make a reservation for me at this evening 7:15.",INFORM
"Alright, please make a reservation for me at this evening 7:15.",SELECT
Please make it at 7 pm.,INFORM
Please make it at 7 pm.,NEGATE
Actually its for 3 people on 14th of March.,INFORM
Actually its for 3 people on 14th of March.,NEGATE
"Yes, that's right. How about the price range, is it very fancy?",AFFIRM
"Yes, that's right. How about the price range, is it very fancy?",REQUEST
"Thank you, that's all for now.",THANK_YOU
"Thank you, that's all for now.",GOODBYE
My husband and I want to have dinner out. Are there any good places to eat around here?,INFORM
I would like to stay around Milpitas.,INFORM
I would really like some Latin American food.,INFORM
"That's great, are there any other restaurants, maybe in Santa Clara?",INFORM
"That's great, are there any other restaurants, maybe in Santa Clara?",REQUEST_ALTS
Do you have any other suggestions?,REQUEST_ALTS
"Great, that's the one I want.",SELECT
"Yes, please. I want to eat there.",AFFIRM
How about 12:30 in the afternoon?,INFORM
"Yes, that is correct? Can you tell me their address and if they are having live music?",AFFIRM
"Yes, that is correct? Can you tell me their address and if they are having live music?",REQUEST
Thank you so much! That's everything.,THANK_YOU
Thank you so much! That's everything.,GOODBYE
Do you know of any places to eat in San Francisco?,INFORM
American food would really hit the spot.,INFORM
Do you have any other suggestions? I would prefer something with a moderate price range.,INFORM
Do you have any other suggestions? I would prefer something with a moderate price range.,REQUEST_ALTS
Do you have their phone number? And do they serve liquor?,REQUEST
"Okay, that works. Please make me a reservation for 12:45 pm.",INFORM
"Okay, that works. Please make me a reservation for 12:45 pm.",SELECT
"Yeah, that's it.",AFFIRM
I'm looking for restaurants.,INFORM
I like Fish best.,INFORM
Any other options?,REQUEST_ALTS
Any others? I want something afforadable.,INFORM
Any others? I want something afforadable.,REQUEST_ALTS
Do they have liquor and live music?,REQUEST
That works. I want to make a reservation.,INFORM
That works. I want to make a reservation.,SELECT
"For two people, 10:30 in the morning.",INFORM
That works. What's their address and number?,AFFIRM
That works. What's their address and number?,REQUEST
"Try booking again, for 1 person at 12:30.",INFORM
That's perfect.,AFFIRM
I would like to find a place to eat.,INFORM
Find me a sushi place in Alameda.,INFORM
That works for me. I would like to make a reservation.,INFORM
That works for me. I would like to make a reservation.,SELECT
I would like it at afternoon 1:15.,INFORM
"Yup, that's correct.",AFFIRM
Thanks so much. That's all for today.,THANK_YOU
Thanks so much. That's all for today.,GOODBYE
Hi I'm hungry and also need to let loose tonight. Can you find me a place to eat that serves alcohol?,INFORM
"I'm in the mood for some Chinese food tonight, preferably in Millbrae.",INFORM
That sounds good to me.,SELECT
"Yes, that would be great. Please make a reservation.",AFFIRM
I'd like to be there at evening 7:30.,INFORM
What is the address of the restaurant?,REQUEST
"Thanks for everything, that's all I needed.",THANK_YOU
"Thanks for everything, that's all I needed.",GOODBYE
I'd like to find a place to eat in this city.,INFORM
Look for burger restaurants in Campbell.,INFORM
What is Effie's address and do they serve drinks?,REQUEST
I'd like to make a reservation there.,INFORM
I'd like to make a reservation there.,SELECT
Make it on the 4th of this month please in the evening 6:30.,INFORM
No I'd like a reservation on the 1st.,INFORM
No I'd like a reservation on the 1st.,NEGATE
No the reservation is for 3 people.,INFORM
No the reservation is for 3 people.,NEGATE
Do they play live music and what is their phone number?,REQUEST
What would be a good place to eat?,INFORM
"I want some Noodles, and search in Berkeley.",INFORM
Do you have their number? And do they have live music?,REQUEST
"I think that works out, make a reservation at the restaurant.",INFORM
"I think that works out, make a reservation at the restaurant.",SELECT
11:30 in the morning seems good.,INFORM
"Yeah, that's good. Do they serve liquor, and what is their address?",AFFIRM
"Yeah, that's good. Do they serve liquor, and what is their address?",REQUEST
"Okay, thank you very much.",THANK_YOU
"No, I do not. Thank you.",THANK_YOU
"No, I do not. Thank you.",NEGATE
I am looking for somewhere to eat? Do you know of any good places?,INFORM
I was thinking in Petaluma. Preferably a Pizza place.,INFORM
Are there any others?,REQUEST_ALTS
Is it an inexpensive restaurant? What is the address?,REQUEST
That sounds like a good choice.,SELECT
Yes. Reserve it for half past 1 in the afternoon.,INFORM
Yes. Reserve it for half past 1 in the afternoon.,AFFIRM
That works for me. Do they serve alcohol?,AFFIRM
That works for me. Do they serve alcohol?,REQUEST
What number can I reach them at? Do they have live music?,REQUEST
I need a place to eat.,INFORM
I'm looking for brunch in San Fran.,INFORM
Is there a different restaurant you can suggest.,REQUEST_ALTS
Is there any other restaurant you can suggest?,REQUEST_ALTS
Is there live music there?,REQUEST
Yes. I would like to book a table.,INFORM
Yes. I would like to book a table.,SELECT
I need it for 11:00.,INFORM
"Yes, perfect. Is it in the very fancy price range?",AFFIRM
"Yes, perfect. Is it in the very fancy price range?",REQUEST
Can I have their contact phone?,REQUEST
Thanks. That's all.,THANK_YOU
Thanks. That's all.,GOODBYE
"I need to find somewhere to get a good meal in Pleasanton, can you help?",INFORM
"I want Japanese food, my girlfriend is from Osaka, I'm trying to impress her.",INFORM
Is there anything else? I want something a bit more afforadable.,INFORM
Is there anything else? I want something a bit more afforadable.,REQUEST_ALTS
Do they serve liquor and play live music?,REQUEST
"Okay, that'll be fine.",SELECT
"Yes thanks, please book it.",AFFIRM
7:45 in the evening please.,INFORM
"Yeah, that's okay.",AFFIRM
Thanks. Where are they? How can I call them?,REQUEST
"Okay, thanks. That's all for today.",THANK_YOU
"Okay, thanks. That's all for today.",GOODBYE
Do you know a place to eat?,INFORM
Do you know a place to eat in Petaluma?,INFORM
I am looking for an Italian restaurant.,INFORM
What's the number of the restaurant? Is there live music?,REQUEST
I would like to make a reservation for six at a restaurant.,INFORM
I would like to make a reservation for six at a restaurant.,SELECT
At 5 pm.,INFORM
Yes that's right. What's the address?,AFFIRM
Yes that's right. What's the address?,REQUEST
That's all. Thanks.,THANK_YOU
That's all. Thanks.,GOODBYE
Hello! I am looking for a place to eat.,INFORM
I would prefer to eat at Pleasanton.,INFORM
I would like something on the lines of Izakaya food.,INFORM
Sure! Please reserve a table for me at 12:30 pm.,INFORM
Sure! Please reserve a table for me at 12:30 pm.,AFFIRM
"Yes, that's fine for me.",AFFIRM
How about placing a reservation at 19:15 instead?,INFORM
That is fine for me. What is their address and do they serve liquor?,AFFIRM
That is fine for me. What is their address and do they serve liquor?,REQUEST
"Thank you, that's all the help I need.",THANK_YOU
"Thank you, that's all the help I need.",GOODBYE
I'm looking for restaurants to dine in.,INFORM
"I'd like to try Punjabi food, somewhere in SFO.",INFORM
Does that restaurant serve alcohol?,REQUEST
"Alright, that works for me.",SELECT
"I think so, yes.",AFFIRM
"I'd like to reserve the table for lunch, so 11 o""clock in the morning, for 2 people.",INFORM
"That sounds right, yeah.",AFFIRM
"That's all I need today, thanks.",THANK_YOU
"That's all I need today, thanks.",GOODBYE
I have a friend visiting from out of town and need to find somewhere good for us to eat. Can you look up restaurants in San Jose?,INFORM
Some kind of Freshwater fish would be great.,INFORM
How expensive is it?,REQUEST
"Ok, that sounds good.",SELECT
"Yes, please do.",AFFIRM
Can you make it on the 10th of this month at a quarter to 7 in the evening?,INFORM
Can you try making the reservation for 1 in the afternoon?,INFORM
"No, actually, change that to Tuesday next week.",INFORM
"No, actually, change that to Tuesday next week.",NEGATE
"Great, thank you!",THANK_YOU
I think dining out will be a wonderful thing. Look for a suitable place please.,INFORM
It will be fine at San Francisco and pizza and pasta will cherish me.,INFORM
"Great, make a reservation for me.",INFORM
"Great, make a reservation for me.",SELECT
5:30 in the evening.,INFORM
Please make it on March 3rd for 3 people.,INFORM
Please make it on March 3rd for 3 people.,NEGATE
will you make it at 11:30 am on 7th of March?,INFORM
will you make it at 11:30 am on 7th of March?,NEGATE
"Ok, its fine. thank you.",AFFIRM
"Grateful, thank you.",THANK_YOU
"Grateful, thank you.",GOODBYE
I am meeting a friend for food later. Can you find me a pricey place nearby?,INFORM
A place with pasta will be perfect?,INFORM
We are meeting in San Francisco.,INFORM
Are there any other nice restaurants in the area?,REQUEST_ALTS
Do they serve liquor?,AFFIRM
Do they serve liquor?,REQUEST
Can you suggest any Mexican food restaurants?,INFORM
Can you suggest any Mexican food restaurants?,REQUEST_ALTS
I want to make a reservation for Cala.,INFORM
I want to make a reservation for Cala.,SELECT
Make it for one in the afternoon on March 7th.,INFORM
Please change it to a quarter past 12 in the afternoon.,INFORM
Please change it to a quarter past 12 in the afternoon.,NEGATE
"Yes, that is good. Do they have live music?",AFFIRM
"Yes, that is good. Do they have live music?",REQUEST
Yes that works.,AFFIRM
I want to go out to eat in Milpitas.,INFORM
I'm looking for take-out.,INFORM
"Alright, what is their number? Do they have live music?",REQUEST
"Alright, that works.",SELECT
"Yes, make a reservation for three people.",INFORM
"Yes, make a reservation for three people.",AFFIRM
"At 1 pm, please.",INFORM
Yes that's right.,AFFIRM
Can you try booking again for 4 people?,INFORM
"No, actually make it half past 6 in the evening.",INFORM
"No, actually make it half past 6 in the evening.",NEGATE
Yes that works. Can I have the address? Also how expensive are they?,AFFIRM
Yes that works. Can I have the address? Also how expensive are they?,REQUEST
"Thanks, that's all I needed.",THANK_YOU
"Thanks, that's all I needed.",GOODBYE
"I would like to eat at outside, can you find some nice place?",INFORM
"Yes, some salad type food with low-cost will be perfect. Also I need live music there.",INFORM
If I got any place in San Jose then it will be nice for me.,INFORM
What is the address of that restaurant?,REQUEST
Do they have any liquor supply?,REQUEST
"That's okay, can you make me a reservation at this restaurant for day after tomorrow.",INFORM
"That's okay, can you make me a reservation at this restaurant for day after tomorrow.",SELECT
11:30 in the morning will be perfect.,INFORM
Make it for one person.,INFORM
Make it for one person.,NEGATE
"Sorry, please change it to 3 persons and the date will be 2nd of March.",INFORM
"Sorry, please change it to 3 persons and the date will be 2nd of March.",NEGATE
"Yes, that is correct. continue.",AFFIRM
"Thanks, that's all I want.",THANK_YOU
"Thanks, that's all I want.",GOODBYE
I am trying to find fancy place to eat. I'm willing to pay more for a nice meal.,INFORM
I'm looking to have Korean Barbeque. I'm looking in Santa Clara.,INFORM
Do they have alcohol?,REQUEST
Yes. I would like to make a reservation for 20:00.,INFORM
Yes. I would like to make a reservation for 20:00.,AFFIRM
"That's correct. Will there be live music? Also, where is the restaurant?",AFFIRM
"That's correct. Will there be live music? Also, where is the restaurant?",REQUEST
"Yes, I'd like to make the reservation at 7 in the evening.",INFORM
Nope. That's all.,THANK_YOU
Nope. That's all.,NEGATE
I want to find somewhere to eat. It needs to serve alcohol and it doesn't matter if it's pricey.,INFORM
Look in SFO. I'm feeling Japanese food.,INFORM
What's the address and number?,REQUEST
Yes. Make it for evening 5:45.,INFORM
Yes. Make it for evening 5:45.,AFFIRM
"No, it's for 1 person. Let's do it on the 8th.",INFORM
"No, it's for 1 person. Let's do it on the 8th.",NEGATE
No. Make it for 3 people at 11:15.,INFORM
No. Make it for 3 people at 11:15.,NEGATE
"Yes, that's right. Do they have live music?",AFFIRM
"Yes, that's right. Do they have live music?",REQUEST
Thanks. That's it for now.,THANK_YOU
Thanks. That's it for now.,GOODBYE
Where can I go to eat that also serves alcohol?,INFORM
I want to go somewhere where I can get a reasonably priced burger.,INFORM
I'd like to eat somewhere in Berkeley.,INFORM
"Okay, please make a reservation.",INFORM
"Okay, please make a reservation.",SELECT
Half past 1 in the afternoon will be fine.,INFORM
That sounds great. Is there live music and where are they located.,AFFIRM
That sounds great. Is there live music and where are they located.,REQUEST
Make a seven pm reservation at a restaurant.,INFORM
"Yes, thanks.",AFFIRM
"Ok, thank you.",THANK_YOU
"Ok, thank you.",GOODBYE
Could you suggest a place to eat?,INFORM
I think I'm craving Mexican food.,INFORM
I want to eat in San Mateo.,INFORM
"Yes, I want to make one.",AFFIRM
11:30 am is fine.,INFORM
Correct. What is the phone number of the place and does it have live music?,AFFIRM
Correct. What is the phone number of the place and does it have live music?,REQUEST
Thank you. That's all.,THANK_YOU
Thank you. That's all.,GOODBYE
I am looking for a place with good breakfast.,INFORM
SFO,INFORM
Is there anything else?,REQUEST_ALTS
"Yes. At evening 5:30, please.",INFORM
"Yes. At evening 5:30, please.",AFFIRM
Sounds good.,AFFIRM
Where are they located? Do they serve alcohol?,REQUEST
"Thanks, that's all for now.",THANK_YOU
"Thanks, that's all for now.",GOODBYE
Can you recommend me somewhere to eat?,INFORM
It should be in SFO.,INFORM
I'd like to get some Middle eastern food in Oakland.,INFORM
How about something else? I'm looking for a meal on a budget.,INFORM
How about something else? I'm looking for a meal on a budget.,REQUEST_ALTS
"Yeah, make a reservation please.",AFFIRM
I'd like it to be at 13:30.,INFORM
"No, it is just for 1 person.",INFORM
"No, it is just for 1 person.",NEGATE
"Okay great, thanks.",THANK_YOU
"No, that's all thanks.",THANK_YOU
"No, that's all thanks.",NEGATE
"I would like to eat out side this time, can you search for a nice place?",INFORM
"Ya, I like to eat at some nice place in Calistoga.",INFORM
"I like Taiwanese food so much, can you find something?",INFORM
Is there any liquor supply? and let me know the address.,REQUEST
"That's fine, please make reservation for 4 including me.",INFORM
"That's fine, please make reservation for 4 including me.",SELECT
1:30 in the afternoon will be fine.,INFORM
"Thanks for your help, that's enough to me.",THANK_YOU
"Thanks for your help, that's enough to me.",GOODBYE
I have a date later and I am looking for a good place to eat.,INFORM
I will be in Berkeley and am in the mood for some Breakfast type of food.,INFORM
Can you give me their address?,REQUEST
That works out great.,SELECT
Yes please. Go ahead and place the reservation.,AFFIRM
It is for 1 person at 12:15 in the afternoon.,INFORM
"Actually I changed my mind, make it at evening 6:45.",INFORM
"Actually I changed my mind, make it at evening 6:45.",NEGATE
Yes that is what I want. Can I have a contact number?,AFFIRM
Yes that is what I want. Can I have a contact number?,REQUEST
Yes please.,AFFIRM
I'm a little concerned about price. Would you say that the price range is not very costly.?,REQUEST
Thank you so much for your time.,THANK_YOU
"No, that is all. Thank you again.",THANK_YOU
"No, that is all. Thank you again.",NEGATE
Can you recommend a restaurant where I can go for a meal.,INFORM
I would like a reasonably priced restaurant that serves Sushi in San Rafael.,INFORM
Can you tell me their exact location.,REQUEST
Can you tell me the phone number for the restaurant? And I would like to know if they have live music as well.,REQUEST
"I would like the name of another restaurant, one that serves Sichuan food, please.",INFORM
"I would like the name of another restaurant, one that serves Sichuan food, please.",REQUEST_ALTS
"Sure, that sounds good. I would like to go ahead and make a reservation for that restaurant.",INFORM
"Sure, that sounds good. I would like to go ahead and make a reservation for that restaurant.",SELECT
I would like to reserve for 7 in the evening for Monday next week.,INFORM
"Sure, that's perfect.",AFFIRM
Great. Thanks,THANK_YOU
"No, all set. Thanks.",THANK_YOU
"No, all set. Thanks.",NEGATE
Please book me a restaurant in Cotati.,INFORM
"I would like to eat tacos, if available.",INFORM
Can you find me another restaurant in Cotati with live music?,INFORM
Can you find me another restaurant in Cotati with live music?,REQUEST_ALTS
Please tell me the address of the restaurant and their general prices.,REQUEST
That seems like a good fit.,SELECT
I would like to reserve a table for two people tonight.,INFORM
I would like to reserve a table for two people tonight.,AFFIRM
I would like to reserve a table at half past 6 in the evening.,INFORM
"Yes, I confirm those details.",AFFIRM
"Can you tell me if they serve alcohol, and their phone number?",REQUEST
I am looking for a place to eat. I don't have a price preference.,INFORM
Show me places to eat in San Francisco. I am looking for something afforadable priced.,INFORM
Some Pizza and Pasta would be perfect.,INFORM
"Yes, I would like to make a reservation. Make a reservation for Sunday this week for 4 people.",INFORM
"Yes, I would like to make a reservation. Make a reservation for Sunday this week for 4 people.",AFFIRM
Mate it at 17:30.,INFORM
"No, I want it on Thursday next week.",INFORM
"No, I want it on Thursday next week.",NEGATE
No make it at 19:30 and make the reservation for five poeple.,INFORM
No make it at 19:30 and make the reservation for five poeple.,NEGATE
Yes that works for me. Do they have live music.,AFFIRM
Yes that works for me. Do they have live music.,REQUEST
Do they serve liquor? What is the address of the restaurant.,REQUEST
Can you find me a place to eat please?,INFORM
"Somewhere in SF, and I am really craving Thai food at the moment!",INFORM
How can I reach them? And what's their address?,REQUEST
"Great, that restaurant sounds good",SELECT
Yes book me a table,AFFIRM
Let's do dinner at 6 in the evening,INFORM
Actually let's just do it for one person,INFORM
Actually let's just do it for one person,NEGATE
"No that's it for now, thanks",THANK_YOU
"No that's it for now, thanks",NEGATE
Give me a place to eat at.,INFORM
"San Bruno, I am looking for low priced, Taiwanese food.",INFORM
Could you suggest another similar restaurant that serves alcohol?,REQUEST_ALTS
Could you suggest another restaurant without the price limitation?,INFORM
Could you suggest another restaurant without the price limitation?,REQUEST_ALTS
That works. I'd like to make a reservation at half past 12 in the afternoon for 6 people.,INFORM
That works. I'd like to make a reservation at half past 12 in the afternoon for 6 people.,SELECT
Correct. What is their address?,AFFIRM
Correct. What is their address?,REQUEST
Make the reservation at eleven am.,INFORM
Make the reservation for four people.,INFORM
Make the reservation for four people.,NEGATE
Yes! Do they have live music and serve liquor?,AFFIRM
Yes! Do they have live music and serve liquor?,REQUEST
I am looking for a Greek place to eat please.,INFORM
Please locate one in San Carlos.,INFORM
Can you suggest any other restaurants? One that serves Spicy Noodles would be perfect.,INFORM
Can you suggest any other restaurants? One that serves Spicy Noodles would be perfect.,REQUEST_ALTS
Could you suggest any other ones? I'd like one that serves alcohol.,INFORM
Could you suggest any other ones? I'd like one that serves alcohol.,REQUEST_ALTS
"Yes, that sounds good. Please make a reservation.",INFORM
"Yes, that sounds good. Please make a reservation.",SELECT
Please make if for 12:45.,INFORM
"Yes, that is correct. Can you please provide me their phone number and address?",AFFIRM
"Yes, that is correct. Can you please provide me their phone number and address?",REQUEST
"Thank you very much, that is all I need.",THANK_YOU
"Thank you very much, that is all I need.",GOODBYE
Please help me find a restaurant.,INFORM
I am looking for a restaurant in Petaluma.,INFORM
Somewhere similar to Asian Fusion would be nice.,INFORM
"Yes, please make a reservation for 5:15 in the evening, next Friday.",INFORM
"Yes, please make a reservation for 5:15 in the evening, next Friday.",SELECT
"No, it's only for 1 person. Please make the time quarter past 1 in the afternoon.",INFORM
"No, it's only for 1 person. Please make the time quarter past 1 in the afternoon.",NEGATE
"Actually, no. Make it the 13th of this month for 3 people.",INFORM
"Actually, no. Make it the 13th of this month for 3 people.",NEGATE
"Yes, that's correct. Does this restaurant serve liquor?",AFFIRM
"Yes, that's correct. Does this restaurant serve liquor?",REQUEST
"No, that will not work.",NEGATE
"No, that will not be necessary.",THANK_YOU
"No, that will not be necessary.",NEGATE
I want to go out to eat.,INFORM
I am in Campbell. I am looking for pizza and pasta with a moderate price.,INFORM
Yes please!,AFFIRM
I want the reservation for 11:30.,INFORM
Yes that is perfect. What is the address and phone number?,AFFIRM
Yes that is perfect. What is the address and phone number?,REQUEST
"No, that will be all.",THANK_YOU
"No, that will be all.",NEGATE
I would like to find a restaurant please.,INFORM
I would like a restaurant that serves alcohol in San Francisco. I'd like to eat in a Burgers restaurant please.,INFORM
Can you please make another suggestion?,REQUEST_ALTS
I'd like another suggestion please.,REQUEST_ALTS
"Yes, I'm interested in that one.",SELECT
"Yes, please. I would like a 13:30 reservation.",INFORM
"Yes, please. I would like a 13:30 reservation.",AFFIRM
Yes that sounds wonderful.,AFFIRM
I appreciate it very much. That's all I need right now.,THANK_YOU
I appreciate it very much. That's all I need right now.,GOODBYE
"I want to get something to eat, something that's pricey, help me look for a place.",INFORM
Search in Pleasanton.,INFORM
"I'm looking for Barbecue, that would hit the spot.",INFORM
What's their phone number? And is there live music there?,REQUEST
"Okay, that's fine. Make me a reservation for the restaurant.",INFORM
"Okay, that's fine. Make me a reservation for the restaurant.",SELECT
I want it to be at 13:45.,INFORM
"Yeah, that's correct. Also, what's their address, and do they serve liquor there?",AFFIRM
"Yeah, that's correct. Also, what's their address, and do they serve liquor there?",REQUEST
"Yeah, that's fine.",AFFIRM
"Thanks a lot, that's all the help I need.",THANK_YOU
"Thanks a lot, that's all the help I need.",GOODBYE
"I'm hungry, do you have any recommendations on where to eat?",INFORM
I'm craving some Sushi in San Francisco if possible.,INFORM
Do you know the price range of the restaurant?,REQUEST
That sounds great. I want to make a reservation.,INFORM
That sounds great. I want to make a reservation.,SELECT
Make a reservation for one person at afternoon 12.,INFORM
"No, I'm sorry. It's for three people.",INFORM
"No, I'm sorry. It's for three people.",NEGATE
In second though I want it to be at 12:30 in the afternoon.,INFORM
In second though I want it to be at 12:30 in the afternoon.,NEGATE
That is correct. What is the address of the restaurant?,AFFIRM
That is correct. What is the address of the restaurant?,REQUEST
Do you know the phone number?,REQUEST
"No, that would be all.",THANK_YOU
"No, that would be all.",NEGATE
Is there a place to eat?,INFORM
Antioch would be great.,INFORM
I would love to eat some lobster.,INFORM
That's great and it'll work for me.,SELECT
I would love to make an appointment for one myself at 4:30 pm.,INFORM
I would love to make an appointment for one myself at 4:30 pm.,AFFIRM
"That will be great. Also, I just wanted to now pricey is it.",AFFIRM
"That will be great. Also, I just wanted to now pricey is it.",REQUEST
"Instead of the previous time, can you make it at 18:00?",INFORM
That works and fits my schedule.,AFFIRM
Thanks. That will do it for me.,THANK_YOU
Thanks. That will do it for me.,GOODBYE
What's a good place to grab a bite?,INFORM
I'm in the mood for a burger.,INFORM
Find a place in Vallejo with live music.,INFORM
Yes. Please book a table.,INFORM
Yes. Please book a table.,SELECT
1 in the afternoon.,INFORM
Thanks. I'm done for now.,THANK_YOU
Thanks. I'm done for now.,GOODBYE
I'm searching for a place to dine at.,INFORM
"I'd like for a moderate costing meal in Mountain View, preferably French.",INFORM
Can you give me their phone number?,REQUEST
What is the restaurant's location?,REQUEST
"Is there any other restaurant you recommend, preferably in SF?",INFORM
"Is there any other restaurant you recommend, preferably in SF?",REQUEST_ALTS
"Yeah, that's the one for me. I'd like to book a spot at that restaurant.",INFORM
"Yeah, that's the one for me. I'd like to book a spot at that restaurant.",SELECT
Put it for morning 10:30.,INFORM
"Yeah, that's what I want. Can you give me their phone number?",AFFIRM
"Yeah, that's what I want. Can you give me their phone number?",REQUEST
I'd like to try making a reservation once more. Put it for eleven in the morning.,INFORM
"Yeah, that's perfect for me. Do they possess live music?",AFFIRM
"Yeah, that's perfect for me. Do they possess live music?",REQUEST
No. Thank you for your assistance.,THANK_YOU
No. Thank you for your assistance.,NEGATE
I am in San Francisco.,INFORM
Something Russian would be great.,INFORM
Do they serve alcohol? What's the address?,REQUEST
That sounds good. I'd like that one.,SELECT
"Yes, please. I want to make a reservation for next Thursday.",INFORM
"Yes, please. I want to make a reservation for next Thursday.",AFFIRM
Please reserve me at 6:15 in the evening.,INFORM
"What is their contact number? Also, how expensive is their menu?",REQUEST
Thanks very much.,THANK_YOU
"No, that's it. Thanks.",THANK_YOU
"No, that's it. Thanks.",NEGATE
what can I have for breakfast,INFORM
Anyone that is burger like in nature,INFORM
San francisco is okay,INFORM
"Yes that is okay with me, I need a reservation at 1760",INFORM
"Yes that is okay with me, I need a reservation at 1760",SELECT
evening 4:45 is perfect,INFORM
That is okay with me,AFFIRM
"Thanks, thats all I want",THANK_YOU
"Thanks, thats all I want",GOODBYE
I would like to find a place to eat in Santa Rosa.,INFORM
Please find me a ramen restaurant.,INFORM
Do they play live music? And what's their phone number?,REQUEST
